Date,Month,Year,Volume_Million,Value_Crore,Month Name,Quarter,Day,Week,Weekday,Day Number,Day Type,Financial Year
2023-07-17,7,2023,317.026,48124.927,July,3,17,29,Monday,0,Weekday,2023-2024
2023-07-18,7,2023,311.713,46846.489,July,3,18,29,Tuesday,1,Weekday,2023-2024
2023-07-19,7,2023,315.442,47849.695,July,3,19,29,Wednesday,2,Weekday,2023-2024
2023-07-20,7,2023,315.375,47608.519,July,3,20,29,Thursday,3,Weekday,2023-2024
2023-07-21,7,2023,315.282,45577.502,July,3,21,29,Friday,4,Weekday,2023-2024
2023-07-22,7,2023,313.692,42238.882,July,3,22,29,Saturday,5,Weekend,2023-2024
2023-07-23,7,2023,309.314,34416.573,July,3,23,29,Sunday,6,Weekend,2023-2024
2023-07-24,7,2023,311.005,48206.151,July,3,24,30,Monday,0,Weekday,2023-2024
2023-07-25,7,2023,307.947,46984.686,July,3,25,30,Tuesday,1,Weekday,2023-2024
2023-07-26,7,2023,310.765,46067.185,July,3,26,30,Wednesday,2,Weekday,2023-2024
2023-07-27,7,2023,314.061,45734.033,July,3,27,30,Thursday,3,Weekday,2023-2024
2023-07-28,7,2023,315.233,46273.687,July,3,28,30,Friday,4,Weekday,2023-2024
2023-07-29,7,2023,316.706,42690.111,July,3,29,30,Saturday,5,Weekend,2023-2024
2023-07-30,7,2023,317.21,36936.177,July,3,30,30,Sunday,6,Weekend,2023-2024
2023-07-31,7,2023,337.789,64106.759,July,3,31,31,Monday,0,Weekday,2023-2024
2023-08-01,8,2023,355.248,66969.232,August,3,1,31,Tuesday,1,Weekday,2023-2024
2023-08-02,8,2023,345.688,62307.106,August,3,2,31,Wednesday,2,Weekday,2023-2024
2023-08-03,8,2023,348.569,59287.21,August,3,3,31,Thursday,3,Weekday,2023-2024
2023-08-04,8,2023,344.793,57716.61,August,3,4,31,Friday,4,Weekday,2023-2024
2023-08-05,8,2023,356.242,57820.12,August,3,5,31,Saturday,5,Weekend,2023-2024
2023-08-06,8,2023,298.815,36438.5,August,3,6,31,Sunday,6,Weekend,2023-2024
2023-08-07,8,2023,359.107,63298.71,August,3,7,32,Monday,0,Weekday,2023-2024
2023-08-08,8,2023,349.243,55950.61,August,3,8,32,Tuesday,1,Weekday,2023-2024
2023-08-09,8,2023,350.343,56345.84,August,3,9,32,Wednesday,2,Weekday,2023-2024
2023-08-10,8,2023,354.791,57156.72,August,3,10,32,Thursday,3,Weekday,2023-2024
2023-08-11,8,2023,353.391,53813.39,August,3,11,32,Friday,4,Weekday,2023-2024
2023-08-12,8,2023,352.684,48703.92,August,3,12,32,Saturday,5,Weekend,2023-2024
2023-08-13,8,2023,342.723,38677.49,August,3,13,32,Sunday,6,Weekend,2023-2024
2023-08-14,8,2023,353.366,54501.9,August,3,14,33,Monday,0,Weekday,2023-2024
2023-08-15,8,2023,328.46,39607.89,August,3,15,33,Tuesday,1,Weekday,2023-2024
2023-08-16,8,2023,340.164,50036.67,August,3,16,33,Wednesday,2,Weekday,2023-2024
2023-08-17,8,2023,332.278,49839.67,August,3,17,33,Thursday,3,Weekday,2023-2024
2023-08-18,8,2023,337.298,48000.66,August,3,18,33,Friday,4,Weekday,2023-2024
2023-08-19,8,2023,335.203,47379.98,August,3,19,33,Saturday,5,Weekend,2023-2024
2023-08-20,8,2023,335.688,38720.84,August,3,20,33,Sunday,6,Weekend,2023-2024
2023-08-21,8,2023,334.738,50543.5,August,3,21,34,Monday,0,Weekday,2023-2024
2023-08-22,8,2023,327.287,47968.58,August,3,22,34,Tuesday,1,Weekday,2023-2024
2023-08-23,8,2023,331.439,47616.87,August,3,23,34,Wednesday,2,Weekday,2023-2024
2023-08-24,8,2023,335.051,47858.74,August,3,24,34,Thursday,3,Weekday,2023-2024
2023-08-25,8,2023,331.038,46491.48,August,3,25,34,Friday,4,Weekday,2023-2024
2023-08-26,8,2023,338.155,45179.66,August,3,26,34,Saturday,5,Weekend,2023-2024
2023-08-27,8,2023,332.827,36874.21,August,3,27,34,Sunday,6,Weekend,2023-2024
2023-08-28,8,2023,339.645,51900.82,August,3,28,35,Monday,0,Weekday,2023-2024
2023-08-29,8,2023,341.346,51131.17,August,3,29,35,Tuesday,1,Weekday,2023-2024
2023-08-30,8,2023,356.135,50318.3,August,3,30,35,Wednesday,2,Weekday,2023-2024
2023-08-31,8,2023,344.261,58080.14,August,3,31,35,Thursday,3,Weekday,2023-2024
2023-09-01,9,2023,365.533,66251.46,September,3,1,35,Friday,4,Weekday,2023-2024
2023-09-02,9,2023,367.404,61319.8,September,3,2,35,Saturday,5,Weekend,2023-2024
2023-09-03,9,2023,351.903,48259.6,September,3,3,35,Sunday,6,Weekend,2023-2024
2023-09-04,9,2023,360.871,65160.82,September,3,4,36,Monday,0,Weekday,2023-2024
2023-09-05,9,2023,359.588,62292.52,September,3,5,36,Tuesday,1,Weekday,2023-2024
2023-09-06,9,2023,361.958,59538.75,September,3,6,36,Wednesday,2,Weekday,2023-2024
2023-09-07,9,2023,353.964,56509.07,September,3,7,36,Thursday,3,Weekday,2023-2024
2023-09-08,9,2023,350.583,55244.15,September,3,8,36,Friday,4,Weekday,2023-2024
2023-09-09,9,2023,356.507,52442.49,September,3,9,36,Saturday,5,Weekend,2023-2024
2023-09-10,9,2023,355.189,43863.43,September,3,10,36,Sunday,6,Weekend,2023-2024
2023-09-11,9,2023,357.122,58890.66,September,3,11,37,Monday,0,Weekday,2023-2024
2023-09-12,9,2023,356.762,57361.62,September,3,12,37,Tuesday,1,Weekday,2023-2024
2023-09-13,9,2023,355.108,55420.78,September,3,13,37,Wednesday,2,Weekday,2023-2024
2023-09-14,9,2023,353.301,52948.4,September,3,14,37,Thursday,3,Weekday,2023-2024
2023-09-15,9,2023,361.942,52463.74,September,3,15,37,Friday,4,Weekday,2023-2024
2023-09-16,9,2023,359.371,51457.19,September,3,16,37,Saturday,5,Weekend,2023-2024
2023-09-17,9,2023,362.153,39851.59,September,3,17,37,Sunday,6,Weekend,2023-2024
2023-09-18,9,2023,344.25,46073.95,September,3,18,38,Monday,0,Weekday,2023-2024
2023-09-19,9,2023,340.495,46404.94,September,3,19,38,Tuesday,1,Weekday,2023-2024
2023-09-20,9,2023,347.57,51964.82,September,3,20,38,Wednesday,2,Weekday,2023-2024
2023-09-21,9,2023,341.004,50639.38,September,3,21,38,Thursday,3,Weekday,2023-2024
2023-09-22,9,2023,338.937,47198.39,September,3,22,38,Friday,4,Weekday,2023-2024
2023-09-23,9,2023,333.77,44321.27,September,3,23,38,Saturday,5,Weekend,2023-2024
2023-09-24,9,2023,336.279,36318.66,September,3,24,38,Sunday,6,Weekend,2023-2024
2023-09-25,9,2023,343.951,52459.32,September,3,25,39,Monday,0,Weekday,2023-2024
2023-09-26,9,2023,341.297,49983.7,September,3,26,39,Tuesday,1,Weekday,2023-2024
2023-09-27,9,2023,350.709,51103.2,September,3,27,39,Wednesday,2,Weekday,2023-2024
2023-09-28,9,2023,333.036,46099.97,September,3,28,39,Thursday,3,Weekday,2023-2024
2023-09-29,9,2023,346.494,54305.47,September,3,29,39,Friday,4,Weekday,2023-2024
2023-09-30,9,2023,368.636,62984.04,September,3,30,39,Saturday,5,Weekend,2023-2024
2023-10-01,10,2023,371.388,55361.74,October,4,1,39,Sunday,6,Weekend,2023-2024
2023-10-02,10,2023,363.963,55043.13,October,4,2,40,Monday,0,Weekday,2023-2024
2023-10-03,10,2023,376.667,66099.28,October,4,3,40,Tuesday,1,Weekday,2023-2024
2023-10-04,10,2023,379.263,67532.08,October,4,4,40,Wednesday,2,Weekday,2023-2024
2023-10-05,10,2023,387.182,66768.83,October,4,5,40,Thursday,3,Weekday,2023-2024
2023-10-06,10,2023,378.417,60745.31,October,4,6,40,Friday,4,Weekday,2023-2024
2023-10-07,10,2023,391.027,65036.72,October,4,7,40,Saturday,5,Weekend,2023-2024
2023-10-08,10,2023,385.015,51259.08,October,4,8,40,Sunday,6,Weekend,2023-2024
2023-10-09,10,2023,382.32,67283.18,October,4,9,41,Monday,0,Weekday,2023-2024
2023-10-10,10,2023,390.474,64797.72,October,4,10,41,Tuesday,1,Weekday,2023-2024
2023-10-11,10,2023,386.404,61280.39,October,4,11,41,Wednesday,2,Weekday,2023-2024
2023-10-12,10,2023,381.56,58987.48,October,4,12,41,Thursday,3,Weekday,2023-2024
2023-10-13,10,2023,384.597,56244.79,October,4,13,41,Friday,4,Weekday,2023-2024
2023-10-14,10,2023,332.007,41345.44,October,4,14,41,Saturday,5,Weekend,2023-2024
2023-10-15,10,2023,359.001,44351.21,October,4,15,41,Sunday,6,Weekend,2023-2024
2023-10-16,10,2023,353.726,55618.56,October,4,16,42,Monday,0,Weekday,2023-2024
2023-10-17,10,2023,367.874,56858.26,October,4,17,42,Tuesday,1,Weekday,2023-2024
2023-10-18,10,2023,372.074,55860.46,October,4,18,42,Wednesday,2,Weekday,2023-2024
2023-10-19,10,2023,370.993,54470.36,October,4,19,42,Thursday,3,Weekday,2023-2024
2023-10-20,10,2023,369.263,54710.75,October,4,20,42,Friday,4,Weekday,2023-2024
2023-10-21,10,2023,377.773,54291.64,October,4,21,42,Saturday,5,Weekend,2023-2024
2023-10-22,10,2023,359.245,41526.45,October,4,22,42,Sunday,6,Weekend,2023-2024
2023-10-23,10,2023,345.695,46427.03,October,4,23,43,Monday,0,Weekday,2023-2024
2023-10-24,10,2023,338.269,39260.52,October,4,24,43,Tuesday,1,Weekday,2023-2024
2023-10-25,10,2023,353.837,52321.01,October,4,25,43,Wednesday,2,Weekday,2023-2024
2023-10-26,10,2023,351.611,53636.83,October,4,26,43,Thursday,3,Weekday,2023-2024
2023-10-27,10,2023,354.275,51883.0,October,4,27,43,Friday,4,Weekday,2023-2024
2023-10-28,10,2023,351.083,47773.87,October,4,28,43,Saturday,5,Weekend,2023-2024
2023-10-29,10,2023,344.131,39525.24,October,4,29,43,Sunday,6,Weekend,2023-2024
2023-10-30,10,2023,368.975,60412.71,October,4,30,44,Monday,0,Weekday,2023-2024
2023-10-31,10,2023,380.681,69055.27,October,4,31,44,Tuesday,1,Weekday,2023-2024
2023-11-01,11,2023,405.429,75460.87,November,4,1,44,Wednesday,2,Weekday,2023-2024
2023-11-02,11,2023,393.885,69440.58,November,4,2,44,Thursday,3,Weekday,2023-2024
2023-11-03,11,2023,390.106,65932.18,November,4,3,44,Friday,4,Weekday,2023-2024
2023-11-04,11,2023,399.462,67589.37,November,4,4,44,Saturday,5,Weekend,2023-2024
2023-11-05,11,2023,398.092,55497.82,November,4,5,44,Sunday,6,Weekend,2023-2024
2023-11-06,11,2023,388.721,68024.65,November,4,6,45,Monday,0,Weekday,2023-2024
2023-11-07,11,2023,393.225,68423.73,November,4,7,45,Tuesday,1,Weekday,2023-2024
2023-11-08,11,2023,405.105,69096.38,November,4,8,45,Wednesday,2,Weekday,2023-2024
2023-11-09,11,2023,407.712,71078.45,November,4,9,45,Thursday,3,Weekday,2023-2024
2023-11-10,11,2023,428.939,75086.84,November,4,10,45,Friday,4,Weekday,2023-2024
2023-11-11,11,2023,439.04,69374.71,November,4,11,45,Saturday,5,Weekend,2023-2024
2023-11-12,11,2023,393.573,44733.39,November,4,12,45,Sunday,6,Weekend,2023-2024
2023-11-13,11,2023,341.77,47916.85,November,4,13,46,Monday,0,Weekday,2023-2024
2023-11-14,11,2023,351.304,51371.31,November,4,14,46,Tuesday,1,Weekday,2023-2024
2023-11-15,11,2023,355.035,52638.59,November,4,15,46,Wednesday,2,Weekday,2023-2024
2023-11-16,11,2023,361.035,55363.84,November,4,16,46,Thursday,3,Weekday,2023-2024
2023-11-17,11,2023,353.843,52204.33,November,4,17,46,Friday,4,Weekday,2023-2024
2023-11-18,11,2023,363.396,52174.65,November,4,18,46,Saturday,5,Weekend,2023-2024
2023-11-19,11,2023,354.845,38799.93,November,4,19,46,Sunday,6,Weekend,2023-2024
2023-11-20,11,2023,356.324,56077.71,November,4,20,47,Monday,0,Weekday,2023-2024
2023-11-21,11,2023,355.882,54802.0,November,4,21,47,Tuesday,1,Weekday,2023-2024
2023-11-22,11,2023,345.805,53206.86,November,4,22,47,Wednesday,2,Weekday,2023-2024
2023-11-23,11,2023,359.983,53380.71,November,4,23,47,Thursday,3,Weekday,2023-2024
2023-11-24,11,2023,354.608,52349.38,November,4,24,47,Friday,4,Weekday,2023-2024
2023-11-25,11,2023,355.628,49582.93,November,4,25,47,Saturday,5,Weekend,2023-2024
2023-11-26,11,2023,349.656,39662.64,November,4,26,47,Sunday,6,Weekend,2023-2024
2023-11-27,11,2023,344.865,47992.81,November,4,27,48,Monday,0,Weekday,2023-2024
2023-11-28,11,2023,355.973,53090.91,November,4,28,48,Tuesday,1,Weekday,2023-2024
2023-11-29,11,2023,360.039,59642.71,November,4,29,48,Wednesday,2,Weekday,2023-2024
2023-11-30,11,2023,372.012,69743.48,November,4,30,48,Thursday,3,Weekday,2023-2024
2023-12-01,12,2023,406.279,73567.26,December,4,1,48,Friday,4,Weekday,2023-2024
2023-12-02,12,2023,407.853,70237.35,December,4,2,48,Saturday,5,Weekend,2023-2024
2023-12-03,12,2023,387.094,51728.44,December,4,3,48,Sunday,6,Weekend,2023-2024
2023-12-04,12,2023,381.763,68763.3,December,4,4,49,Monday,0,Weekday,2023-2024
2023-12-05,12,2023,385.449,68578.17,December,4,5,49,Tuesday,1,Weekday,2023-2024
2023-12-06,12,2023,383.805,64625.98,December,4,6,49,Wednesday,2,Weekday,2023-2024
2023-12-07,12,2023,383.953,63698.48,December,4,7,49,Thursday,3,Weekday,2023-2024
2023-12-08,12,2023,398.26,63578.4,December,4,8,49,Friday,4,Weekday,2023-2024
2023-12-09,12,2023,399.136,59877.09,December,4,9,49,Saturday,5,Weekend,2023-2024
2023-12-10,12,2023,391.703,49895.18,December,4,10,49,Sunday,6,Weekend,2023-2024
2023-12-11,12,2023,391.092,65689.66,December,4,11,50,Monday,0,Weekday,2023-2024
2023-12-12,12,2023,395.649,62987.05,December,4,12,50,Tuesday,1,Weekday,2023-2024
2023-12-13,12,2023,391.256,61418.12,December,4,13,50,Wednesday,2,Weekday,2023-2024
2023-12-14,12,2023,387.595,59486.48,December,4,14,50,Thursday,3,Weekday,2023-2024
2023-12-15,12,2023,384.254,58430.66,December,4,15,50,Friday,4,Weekday,2023-2024
2023-12-16,12,2023,389.045,55199.4,December,4,16,50,Saturday,5,Weekend,2023-2024
2023-12-17,12,2023,383.685,43870.34,December,4,17,50,Sunday,6,Weekend,2023-2024
2023-12-18,12,2023,382.635,58406.97,December,4,18,51,Monday,0,Weekday,2023-2024
2023-12-19,12,2023,380.983,56788.0,December,4,19,51,Tuesday,1,Weekday,2023-2024
2023-12-20,12,2023,388.888,60562.68,December,4,20,51,Wednesday,2,Weekday,2023-2024
2023-12-21,12,2023,388.329,57778.84,December,4,21,51,Thursday,3,Weekday,2023-2024
2023-12-22,12,2023,388.554,56458.87,December,4,22,51,Friday,4,Weekday,2023-2024
2023-12-23,12,2023,382.126,52084.16,December,4,23,51,Saturday,5,Weekend,2023-2024
2023-12-24,12,2023,374.203,42244.26,December,4,24,51,Sunday,6,Weekend,2023-2024
2023-12-25,12,2023,365.793,45953.24,December,4,25,52,Monday,0,Weekday,2023-2024
2023-12-26,12,2023,372.708,55758.73,December,4,26,52,Tuesday,1,Weekday,2023-2024
2023-12-27,12,2023,374.196,56459.53,December,4,27,52,Wednesday,2,Weekday,2023-2024
2023-12-28,12,2023,371.9,57227.27,December,4,28,52,Thursday,3,Weekday,2023-2024
2023-12-29,12,2023,381.246,61351.22,December,4,29,52,Friday,4,Weekday,2023-2024
2023-12-30,12,2023,399.755,66002.11,December,4,30,52,Saturday,5,Weekend,2023-2024
2023-12-31,12,2023,421.039,54242.21,December,4,31,52,Sunday,6,Weekend,2023-2024
2024-01-01,1,2024,405.751,61548.14,January,1,1,1,Monday,0,Weekday,2023-2024
2024-01-02,1,2024,407.145,70893.83,January,1,2,1,Tuesday,1,Weekday,2023-2024
2024-01-03,1,2024,405.837,69042.32,January,1,3,1,Wednesday,2,Weekday,2023-2024
2024-01-04,1,2024,398.287,69677.0,January,1,4,1,Thursday,3,Weekday,2023-2024
2024-01-05,1,2024,402.271,67340.71,January,1,5,1,Friday,4,Weekday,2023-2024
2024-01-06,1,2024,410.197,66487.01,January,1,6,1,Saturday,5,Weekend,2023-2024
2024-01-07,1,2024,402.128,53625.61,January,1,7,1,Sunday,6,Weekend,2023-2024
2024-01-08,1,2024,405.777,70844.31,January,1,8,2,Monday,0,Weekday,2023-2024
2024-01-09,1,2024,400.545,66881.19,January,1,9,2,Tuesday,1,Weekday,2023-2024
2024-01-10,1,2024,412.603,69096.76,January,1,10,2,Wednesday,2,Weekday,2023-2024
2024-01-11,1,2024,413.081,64802.51,January,1,11,2,Thursday,3,Weekday,2023-2024
2024-01-12,1,2024,412.873,62936.8,January,1,12,2,Friday,4,Weekday,2023-2024
2024-01-13,1,2024,415.052,58622.32,January,1,13,2,Saturday,5,Weekend,2023-2024
2024-01-14,1,2024,397.021,45798.47,January,1,14,2,Sunday,6,Weekend,2023-2024
2024-01-15,1,2024,371.569,52989.31,January,1,15,3,Monday,0,Weekday,2023-2024
2024-01-16,1,2024,375.105,54848.9,January,1,16,3,Tuesday,1,Weekday,2023-2024
2024-01-17,1,2024,386.014,57865.64,January,1,17,3,Wednesday,2,Weekday,2023-2024
2024-01-18,1,2024,377.633,57744.14,January,1,18,3,Thursday,3,Weekday,2023-2024
2024-01-19,1,2024,388.988,57190.9,January,1,19,3,Friday,4,Weekday,2023-2024
2024-01-20,1,2024,396.125,58896.19,January,1,20,3,Saturday,5,Weekend,2023-2024
2024-01-21,1,2024,382.863,43723.18,January,1,21,3,Sunday,6,Weekend,2023-2024
2024-01-22,1,2024,355.849,45700.49,January,1,22,4,Monday,0,Weekday,2023-2024
2024-01-23,1,2024,380.701,58416.14,January,1,23,4,Tuesday,1,Weekday,2023-2024
2024-01-24,1,2024,389.797,58701.3,January,1,24,4,Wednesday,2,Weekday,2023-2024
2024-01-25,1,2024,390.637,59174.51,January,1,25,4,Thursday,3,Weekday,2023-2024
2024-01-26,1,2024,372.882,44870.49,January,1,26,4,Friday,4,Weekday,2023-2024
2024-01-27,1,2024,381.449,49962.28,January,1,27,4,Saturday,5,Weekend,2023-2024
2024-01-28,1,2024,374.314,41338.49,January,1,28,4,Sunday,6,Weekend,2023-2024
2024-01-29,1,2024,387.81,61721.4,January,1,29,5,Monday,0,Weekday,2023-2024
2024-01-30,1,2024,388.308,63398.15,January,1,30,5,Tuesday,1,Weekday,2023-2024
2024-01-31,1,2024,414.406,76945.48,January,1,31,5,Wednesday,2,Weekday,2023-2024
2024-02-01,2,2024,431.859,82028.29,February,1,1,5,Thursday,3,Weekday,2023-2024
2024-02-02,2,2024,433.491,73617.61,February,1,2,5,Friday,4,Weekday,2023-2024
2024-02-03,2,2024,431.146,70136.81,February,1,3,5,Saturday,5,Weekend,2023-2024
2024-02-04,2,2024,419.376,58023.37,February,1,4,5,Sunday,6,Weekend,2023-2024
2024-02-05,2,2024,430.428,77049.21,February,1,5,6,Monday,0,Weekday,2023-2024
2024-02-06,2,2024,403.023,66834.78,February,1,6,6,Tuesday,1,Weekday,2023-2024
2024-02-07,2,2024,436.919,72935.74,February,1,7,6,Wednesday,2,Weekday,2023-2024
2024-02-08,2,2024,431.524,69704.87,February,1,8,6,Thursday,3,Weekday,2023-2024
2024-02-09,2,2024,432.959,67472.51,February,1,9,6,Friday,4,Weekday,2023-2024
2024-02-10,2,2024,437.73,64841.39,February,1,10,6,Saturday,5,Weekend,2023-2024
2024-02-11,2,2024,423.239,50719.39,February,1,11,6,Sunday,6,Weekend,2023-2024
2024-02-12,2,2024,426.337,69413.98,February,1,12,7,Monday,0,Weekday,2023-2024
2024-02-13,2,2024,419.77,64168.37,February,1,13,7,Tuesday,1,Weekday,2023-2024
2024-02-14,2,2024,420.621,62262.76,February,1,14,7,Wednesday,2,Weekday,2023-2024
2024-02-15,2,2024,420.045,64067.86,February,1,15,7,Thursday,3,Weekday,2023-2024
2024-02-16,2,2024,409.975,58708.44,February,1,16,7,Friday,4,Weekday,2023-2024
2024-02-17,2,2024,404.574,56296.73,February,1,17,7,Saturday,5,Weekend,2023-2024
2024-02-18,2,2024,407.449,45970.13,February,1,18,7,Sunday,6,Weekend,2023-2024
2024-02-19,2,2024,406.978,59833.37,February,1,19,8,Monday,0,Weekday,2023-2024
2024-02-20,2,2024,410.595,61793.87,February,1,20,8,Tuesday,1,Weekday,2023-2024
2024-02-21,2,2024,413.867,60116.76,February,1,21,8,Wednesday,2,Weekday,2023-2024
2024-02-22,2,2024,403.186,57929.56,February,1,22,8,Thursday,3,Weekday,2023-2024
2024-02-23,2,2024,410.278,56587.1,February,1,23,8,Friday,4,Weekday,2023-2024
2024-02-24,2,2024,401.305,52338.63,February,1,24,8,Saturday,5,Weekend,2023-2024
2024-02-25,2,2024,398.982,44382.34,February,1,25,8,Sunday,6,Weekend,2023-2024
2024-02-26,2,2024,400.004,59971.55,February,1,26,9,Monday,0,Weekday,2023-2024
2024-02-27,2,2024,387.242,57903.92,February,1,27,9,Tuesday,1,Weekday,2023-2024
2024-02-28,2,2024,418.19,64859.15,February,1,28,9,Wednesday,2,Weekday,2023-2024
2024-02-29,2,2024,431.581,77900.86,February,1,29,9,Thursday,3,Weekday,2023-2024
2024-03-01,3,2024,454.629,80825.87,March,1,1,9,Friday,4,Weekday,2023-2024
2024-03-02,3,2024,452.081,75429.57,March,1,2,9,Saturday,5,Weekend,2023-2024
2024-03-03,3,2024,433.882,58334.6,March,1,3,9,Sunday,6,Weekend,2023-2024
2024-03-04,3,2024,440.041,77261.65,March,1,4,10,Monday,0,Weekday,2023-2024
2024-03-05,3,2024,446.935,76244.86,March,1,5,10,Tuesday,1,Weekday,2023-2024
2024-03-06,3,2024,441.826,73298.76,March,1,6,10,Wednesday,2,Weekday,2023-2024
2024-03-07,3,2024,450.115,72473.42,March,1,7,10,Thursday,3,Weekday,2023-2024
2024-03-08,3,2024,428.233,59151.0,March,1,8,10,Friday,4,Weekday,2023-2024
2024-03-09,3,2024,433.556,62712.99,March,1,9,10,Saturday,5,Weekend,2023-2024
2024-03-10,3,2024,438.191,54675.02,March,1,10,10,Sunday,6,Weekend,2023-2024
2024-03-11,3,2024,444.613,73454.28,March,1,11,11,Monday,0,Weekday,2023-2024
2024-03-12,3,2024,432.386,68580.66,March,1,12,11,Tuesday,1,Weekday,2023-2024
2024-03-13,3,2024,432.008,68886.56,March,1,13,11,Wednesday,2,Weekday,2023-2024
2024-03-14,3,2024,428.908,66622.38,March,1,14,11,Thursday,3,Weekday,2023-2024
2024-03-15,3,2024,436.618,64856.7,March,1,15,11,Friday,4,Weekday,2023-2024
2024-03-16,3,2024,431.583,61213.98,March,1,16,11,Saturday,5,Weekend,2023-2024
2024-03-17,3,2024,425.875,48305.04,March,1,17,11,Sunday,6,Weekend,2023-2024
2024-03-18,3,2024,427.942,63687.32,March,1,18,12,Monday,0,Weekday,2023-2024
2024-03-19,3,2024,418.605,61251.95,March,1,19,12,Tuesday,1,Weekday,2023-2024
2024-03-20,3,2024,418.415,62350.23,March,1,20,12,Wednesday,2,Weekday,2023-2024
2024-03-21,3,2024,426.27,61972.32,March,1,21,12,Thursday,3,Weekday,2023-2024
2024-03-22,3,2024,445.607,61822.7,March,1,22,12,Friday,4,Weekday,2023-2024
2024-03-23,3,2024,450.497,60705.64,March,1,23,12,Saturday,5,Weekend,2023-2024
2024-03-24,3,2024,445.968,48265.51,March,1,24,12,Sunday,6,Weekend,2023-2024
2024-03-25,3,2024,370.724,40085.56,March,1,25,13,Monday,0,Weekday,2023-2024
2024-03-26,3,2024,413.096,56389.63,March,1,26,13,Tuesday,1,Weekday,2023-2024
2024-03-27,3,2024,428.464,62182.95,March,1,27,13,Wednesday,2,Weekday,2023-2024
2024-03-28,3,2024,425.939,67414.47,March,1,28,13,Thursday,3,Weekday,2023-2024
2024-03-29,3,2024,428.298,61279.32,March,1,29,13,Friday,4,Weekday,2023-2024
2024-03-30,3,2024,440.27,69087.24,March,1,30,13,Saturday,5,Weekend,2023-2024
2024-03-31,3,2024,448.429,59531.05,March,1,31,13,Sunday,6,Weekend,2023-2024
2024-04-01,4,2024,408.177,65707.52,April,2,1,14,Monday,0,Weekday,2024-2025
2024-04-02,4,2024,437.671,78992.68,April,2,2,14,Tuesday,1,Weekday,2024-2025
2024-04-03,4,2024,457.456,81612.52,April,2,3,14,Wednesday,2,Weekday,2024-2025
2024-04-04,4,2024,463.732,80339.98,April,2,4,14,Thursday,3,Weekday,2024-2025
2024-04-05,4,2024,468.352,76592.44,April,2,5,14,Friday,4,Weekday,2024-2025
2024-04-06,4,2024,468.334,75139.67,April,2,6,14,Saturday,5,Weekend,2024-2025
2024-04-07,4,2024,473.22,62137.33,April,2,7,14,Sunday,6,Weekend,2024-2025
2024-04-08,4,2024,464.573,78463.35,April,2,8,15,Monday,0,Weekday,2024-2025
2024-04-09,4,2024,472.993,73005.91,April,2,9,15,Tuesday,1,Weekday,2024-2025
2024-04-10,4,2024,478.73,77281.73,April,2,10,15,Wednesday,2,Weekday,2024-2025
2024-04-11,4,2024,437.03,58614.12,April,2,11,15,Thursday,3,Weekday,2024-2025
2024-04-12,4,2024,444.522,66417.2,April,2,12,15,Friday,4,Weekday,2024-2025
2024-04-13,4,2024,447.934,60182.59,April,2,13,15,Saturday,5,Weekend,2024-2025
2024-04-14,4,2024,438.394,49234.95,April,2,14,15,Sunday,6,Weekend,2024-2025
2024-04-15,4,2024,446.973,71014.73,April,2,15,16,Monday,0,Weekday,2024-2025
2024-04-16,4,2024,449.411,67012.58,April,2,16,16,Tuesday,1,Weekday,2024-2025
2024-04-17,4,2024,430.565,58079.92,April,2,17,16,Wednesday,2,Weekday,2024-2025
2024-04-18,4,2024,438.766,62329.77,April,2,18,16,Thursday,3,Weekday,2024-2025
2024-04-19,4,2024,414.156,55920.21,April,2,19,16,Friday,4,Weekday,2024-2025
2024-04-20,4,2024,444.732,63256.03,April,2,20,16,Saturday,5,Weekend,2024-2025
2024-04-21,4,2024,434.677,48472.16,April,2,21,16,Sunday,6,Weekend,2024-2025
2024-04-22,4,2024,433.63,63466.19,April,2,22,17,Monday,0,Weekday,2024-2025
2024-04-23,4,2024,423.223,59888.22,April,2,23,17,Tuesday,1,Weekday,2024-2025
2024-04-24,4,2024,429.69,62462.96,April,2,24,17,Wednesday,2,Weekday,2024-2025
2024-04-25,4,2024,431.685,62066.2,April,2,25,17,Thursday,3,Weekday,2024-2025
2024-04-26,4,2024,417.87,56158.84,April,2,26,17,Friday,4,Weekday,2024-2025
2024-04-27,4,2024,437.346,56822.21,April,2,27,17,Saturday,5,Weekend,2024-2025
2024-04-28,4,2024,425.632,46102.79,April,2,28,17,Sunday,6,Weekend,2024-2025
2024-04-29,4,2024,435.225,67116.48,April,2,29,18,Monday,0,Weekday,2024-2025
2024-04-30,4,2024,449.295,80573.24,April,2,30,18,Tuesday,1,Weekday,2024-2025
2024-05-01,5,2024,480.469,81678.5,May,2,1,18,Wednesday,2,Weekday,2024-2025
2024-05-02,5,2024,477.201,82795.98,May,2,2,18,Thursday,3,Weekday,2024-2025
2024-05-03,5,2024,471.203,77293.8,May,2,3,18,Friday,4,Weekday,2024-2025
2024-05-04,5,2024,484.087,77618.21,May,2,4,18,Saturday,5,Weekend,2024-2025
2024-05-05,5,2024,471.169,61535.54,May,2,5,18,Sunday,6,Weekend,2024-2025
2024-05-06,5,2024,466.994,77012.19,May,2,6,19,Monday,0,Weekday,2024-2025
2024-05-07,5,2024,454.411,71966.72,May,2,7,19,Tuesday,1,Weekday,2024-2025
