Date,Month,Year,Volume_Million,Value_Crore,Month Name,Quarter,Day,Week,Weekday,Day Number,Day Type,Financial Year
2025-02-26,2,2025,552.081,62994.82,February,1,26,9,Wednesday,2,Weekday,2024-2025
2025-02-27,2,2025,555.4770000000001,75714.97,February,1,27,9,Thursday,3,Weekday,2024-2025
2025-02-28,2,2025,600.662,97508.29,February,1,28,9,Friday,4,Weekday,2024-2025
2025-03-01,3,2025,631.425,101627.92,March,1,1,9,Saturday,5,Weekend,2024-2025
2025-03-02,3,2025,608.029,79157.48,March,1,2,9,Sunday,6,Weekend,2024-2025
2025-03-03,3,2025,599.447,97185.42,March,1,3,10,Monday,0,Weekday,2024-2025
2025-03-04,3,2025,594.558,93483.95,March,1,4,10,Tuesday,1,Weekday,2024-2025
2025-03-05,3,2025,596.265,93034.38,March,1,5,10,Wednesday,2,Weekday,2024-2025
2025-03-06,3,2025,584.1,87477.02,March,1,6,10,Thursday,3,Weekday,2024-2025
2025-03-07,3,2025,597.996,87218.22,March,1,7,10,Friday,4,Weekday,2024-2025
2025-03-08,3,2025,605.762,81507.5,March,1,8,10,Saturday,5,Weekend,2024-2025
2025-03-09,3,2025,604.783,68403.22,March,1,9,10,Sunday,6,Weekend,2024-2025
2025-03-10,3,2025,611.043,95763.57,March,1,10,11,Monday,0,Weekday,2024-2025
2025-03-11,3,2025,577.813,84906.83,March,1,11,11,Tuesday,1,Weekday,2024-2025
2025-03-12,3,2025,601.722,87615.79,March,1,12,11,Wednesday,2,Weekday,2024-2025
2025-03-13,3,2025,642.101,85570.94,March,1,13,11,Thursday,3,Weekday,2024-2025
2025-03-14,3,2025,514.985,51067.26,March,1,14,11,Friday,4,Weekday,2024-2025
2025-03-15,3,2025,580.763,71801.28,March,1,15,11,Saturday,5,Weekend,2024-2025
2025-03-16,3,2025,572.15,59622.54,March,1,16,11,Sunday,6,Weekend,2024-2025
2025-03-17,3,2025,580.3520000000001,80668.23,March,1,17,12,Monday,0,Weekday,2024-2025
2025-03-18,3,2025,572.643,76988.31,March,1,18,12,Tuesday,1,Weekday,2024-2025
2025-03-19,3,2025,576.134,76504.71,March,1,19,12,Wednesday,2,Weekday,2024-2025
2025-03-20,3,2025,575.8199999999999,78037.44,March,1,20,12,Thursday,3,Weekday,2024-2025
2025-03-21,3,2025,576.375,74557.68,March,1,21,12,Friday,4,Weekday,2024-2025
2025-03-22,3,2025,584.226,70233.03,March,1,22,12,Saturday,5,Weekend,2024-2025
2025-03-23,3,2025,587.4399999999999,58953.84,March,1,23,12,Sunday,6,Weekend,2024-2025
2025-03-24,3,2025,578.4359999999999,79820.41,March,1,24,13,Monday,0,Weekday,2024-2025
2025-03-25,3,2025,581.7439999999999,79710.62,March,1,25,13,Tuesday,1,Weekday,2024-2025
2025-03-26,3,2025,550.509,75842.65,March,1,26,13,Wednesday,2,Weekday,2024-2025
2025-03-27,3,2025,597.4649999999999,81231.4,March,1,27,13,Thursday,3,Weekday,2024-2025
2025-03-28,3,2025,605.243,84515.18,March,1,28,13,Friday,4,Weekday,2024-2025
2025-03-29,3,2025,627.191,87115.79,March,1,29,13,Saturday,5,Weekend,2024-2025
2025-03-30,3,2025,619.267,71617.99,March,1,30,13,Sunday,6,Weekend,2024-2025
2025-03-31,3,2025,565.721,75980.99,March,1,31,14,Monday,0,Weekday,2024-2025
2025-04-01,4,2025,529.7180000000001,74937.0,April,2,1,14,Tuesday,1,Weekday,2025-2026
2025-04-02,4,2025,619.275,102791.42,April,2,2,14,Wednesday,2,Weekday,2025-2026
2025-04-03,4,2025,606.985,95332.97,April,2,3,14,Thursday,3,Weekday,2025-2026
2025-04-04,4,2025,618.6859999999999,94268.0,April,2,4,14,Friday,4,Weekday,2025-2026
2025-04-05,4,2025,629.581,90299.35,April,2,5,14,Saturday,5,Weekend,2025-2026
2025-04-06,4,2025,588.2729999999999,68150.47,April,2,6,14,Sunday,6,Weekend,2025-2026
2025-04-07,4,2025,618.568,98216.32,April,2,7,15,Monday,0,Weekday,2025-2026
2025-04-08,4,2025,624.895,89887.4,April,2,8,15,Tuesday,1,Weekday,2025-2026
2025-04-09,4,2025,629.692,91452.18,April,2,9,15,Wednesday,2,Weekday,2025-2026
2025-04-10,4,2025,605.415,83751.64,April,2,10,15,Thursday,3,Weekday,2025-2026
2025-04-11,4,2025,620.263,85297.83,April,2,11,15,Friday,4,Weekday,2025-2026
2025-04-12,4,2025,554.296,68876.63,April,2,12,15,Saturday,5,Weekend,2025-2026
2025-04-13,4,2025,613.976,65305.33,April,2,13,15,Sunday,6,Weekend,2025-2026
2025-04-14,4,2025,582.6859999999999,70514.53,April,2,14,16,Monday,0,Weekday,2025-2026
2025-04-15,4,2025,608.9390000000001,83768.29,April,2,15,16,Tuesday,1,Weekday,2025-2026
2025-04-16,4,2025,606.392,82446.94,April,2,16,16,Wednesday,2,Weekday,2025-2026
2025-04-17,4,2025,598.3050000000001,79567.11,April,2,17,16,Thursday,3,Weekday,2025-2026
2025-04-18,4,2025,578.175,67342.78,April,2,18,16,Friday,4,Weekday,2025-2026
2025-04-19,4,2025,603.946,74613.71,April,2,19,16,Saturday,5,Weekend,2025-2026
2025-04-20,4,2025,587.892,60985.01,April,2,20,16,Sunday,6,Weekend,2025-2026
2025-04-21,4,2025,589.208,79430.34,April,2,21,17,Monday,0,Weekday,2025-2026
2025-04-22,4,2025,582.008,75876.17,April,2,22,17,Tuesday,1,Weekday,2025-2026
2025-04-23,4,2025,582.296,74632.32,April,2,23,17,Wednesday,2,Weekday,2025-2026
2025-04-24,4,2025,580.1949999999999,73457.31,April,2,24,17,Thursday,3,Weekday,2025-2026
2025-04-25,4,2025,585.048,74213.96,April,2,25,17,Friday,4,Weekday,2025-2026
2025-04-26,4,2025,583.1229999999999,69855.94,April,2,26,17,Saturday,5,Weekend,2025-2026
2025-04-27,4,2025,578.471,57359.23,April,2,27,17,Sunday,6,Weekend,2025-2026
2025-04-28,4,2025,583.217,79646.93,April,2,28,18,Monday,0,Weekday,2025-2026
2025-04-29,4,2025,587.909,81121.96,April,2,29,18,Tuesday,1,Weekday,2025-2026
2025-04-30,4,2025,615.991,101526.8,April,2,30,18,Wednesday,2,Weekday,2025-2026
2025-05-01,5,2025,627.044,96949.94,May,2,1,18,Thursday,3,Weekday,2025-2026
2025-05-02,5,2025,637.271,100248.07,May,2,2,18,Friday,4,Weekday,2025-2026
2025-05-03,5,2025,638.116,95776.08,May,2,3,18,Saturday,5,Weekend,2025-2026
2025-05-04,5,2025,627.641,78825.85,May,2,4,18,Sunday,6,Weekend,2025-2026
2025-05-05,5,2025,629.588,99229.03,May,2,5,19,Monday,0,Weekday,2025-2026
2025-05-06,5,2025,608.419,89592.71,May,2,6,19,Tuesday,1,Weekday,2025-2026
2025-05-07,5,2025,615.602,89345.34,May,2,7,19,Wednesday,2,Weekday,2025-2026
2025-05-08,5,2025,622.041,88440.61,May,2,8,19,Thursday,3,Weekday,2025-2026
2025-05-09,5,2025,613.056,86292.19,May,2,9,19,Friday,4,Weekday,2025-2026
2025-05-10,5,2025,617.641,83538.15,May,2,10,19,Saturday,5,Weekend,2025-2026
2025-05-11,5,2025,602.318,65341.59,May,2,11,19,Sunday,6,Weekend,2025-2026
2025-05-12,5,2025,558.678,78333.03,May,2,12,20,Monday,0,Weekday,2025-2026
2025-05-13,5,2025,605.066,84780.86,May,2,13,20,Tuesday,1,Weekday,2025-2026
2025-05-14,5,2025,609.736,84134.23,May,2,14,20,Wednesday,2,Weekday,2025-2026
2025-05-15,5,2025,606.493,83793.22,May,2,15,20,Thursday,3,Weekday,2025-2026
2025-05-16,5,2025,603.117,78259.65,May,2,16,20,Friday,4,Weekday,2025-2026
2025-05-17,5,2025,605.872,75787.32,May,2,17,20,Saturday,5,Weekend,2025-2026
2025-05-18,5,2025,595.087,60347.3,May,2,18,20,Sunday,6,Weekend,2025-2026
2025-05-19,5,2025,594.807,80321.57,May,2,19,21,Monday,0,Weekday,2025-2026
2025-05-20,5,2025,584.47,78514.86,May,2,20,21,Tuesday,1,Weekday,2025-2026
2025-05-21,5,2025,591.006,77375.62,May,2,21,21,Wednesday,2,Weekday,2025-2026
2025-05-22,5,2025,589.576,75556.0,May,2,22,21,Thursday,3,Weekday,2025-2026
2025-05-23,5,2025,591.759,73524.04,May,2,23,21,Friday,4,Weekday,2025-2026
2025-05-24,5,2025,585.468,69120.98,May,2,24,21,Saturday,5,Weekend,2025-2026
2025-05-25,5,2025,583.56,58284.01,May,2,25,21,Sunday,6,Weekend,2025-2026
2025-05-26,5,2025,578.537,76999.96,May,2,26,22,Monday,0,Weekday,2025-2026
2025-05-27,5,2025,577.512,74452.63,May,2,27,22,Tuesday,1,Weekday,2025-2026
2025-05-28,5,2025,581.754,75951.73,May,2,28,22,Wednesday,2,Weekday,2025-2026
2025-05-29,5,2025,579.36,76027.13,May,2,29,22,Thursday,3,Weekday,2025-2026
2025-05-30,5,2025,599.23,86128.51,May,2,30,22,Friday,4,Weekday,2025-2026
2025-05-31,5,2025,617.63,93024.8,May,2,31,22,Saturday,5,Weekend,2025-2026
2025-06-01,6,2025,644.307,82861.02,June,2,1,22,Sunday,6,Weekend,2025-2026
2025-06-02,6,2025,650.255,106309.47,June,2,2,23,Monday,0,Weekday,2025-2026
2025-06-03,6,2025,648.737,97443.74,June,2,3,23,Tuesday,1,Weekday,2025-2026
2025-06-04,6,2025,637.592,98723.85,June,2,4,23,Wednesday,2,Weekday,2025-2026
2025-06-05,6,2025,641.393,96560.1,June,2,5,23,Thursday,3,Weekday,2025-2026
2025-06-06,6,2025,658.348,93649.21,June,2,6,23,Friday,4,Weekday,2025-2026
2025-06-07,6,2025,606.829,75791.75,June,2,7,23,Saturday,5,Weekend,2025-2026
2025-06-08,6,2025,601.504,63812.4,June,2,8,23,Sunday,6,Weekend,2025-2026
2025-06-09,6,2025,623.165,91121.07,June,2,9,24,Monday,0,Weekday,2025-2026
2025-06-10,6,2025,634.294,91838.53,June,2,10,24,Tuesday,1,Weekday,2025-2026
2025-06-11,6,2025,626.608,87210.64,June,2,11,24,Wednesday,2,Weekday,2025-2026
2025-06-12,6,2025,613.445,82500.72,June,2,12,24,Thursday,3,Weekday,2025-2026
2025-06-13,6,2025,613.38,79449.86,June,2,13,24,Friday,4,Weekday,2025-2026
2025-06-14,6,2025,612.977,74677.34,June,2,14,24,Saturday,5,Weekend,2025-2026
2025-06-15,6,2025,605.644,62265.9,June,2,15,24,Sunday,6,Weekend,2025-2026
2025-06-16,6,2025,604.952,82363.95,June,2,16,25,Monday,0,Weekday,2025-2026
2025-06-17,6,2025,597.523,77388.82,June,2,17,25,Tuesday,1,Weekday,2025-2026
2025-06-18,6,2025,602.992,77121.9,June,2,18,25,Wednesday,2,Weekday,2025-2026
2025-06-19,6,2025,590.943,75273.14,June,2,19,25,Thursday,3,Weekday,2025-2026
2025-06-20,6,2025,606.672,74977.8,June,2,20,25,Friday,4,Weekday,2025-2026
2025-06-21,6,2025,603.775,72526.08,June,2,21,25,Saturday,5,Weekend,2025-2026
2025-06-22,6,2025,591.089,57113.84,June,2,22,25,Sunday,6,Weekend,2025-2026
2025-06-23,6,2025,592.609,75796.64,June,2,23,26,Monday,0,Weekday,2025-2026
2025-06-24,6,2025,585.802,72710.14,June,2,24,26,Tuesday,1,Weekday,2025-2026
2025-06-25,6,2025,595.444,74007.96,June,2,25,26,Wednesday,2,Weekday,2025-2026
2025-06-26,6,2025,594.023,74401.66,June,2,26,26,Thursday,3,Weekday,2025-2026
2025-06-27,6,2025,598.299,73713.91,June,2,27,26,Friday,4,Weekday,2025-2026
2025-06-28,6,2025,598.964,70198.78,June,2,28,26,Saturday,5,Weekend,2025-2026
2025-06-29,6,2025,589.465,58111.17,June,2,29,26,Sunday,6,Weekend,2025-2026
2025-06-30,6,2025,623.976,104009.3,June,2,30,27,Monday,0,Weekday,2025-2026
2025-07-01,7,2025,653.513,110062.3,July,3,1,27,Tuesday,1,Weekday,2025-2026
2025-07-02,7,2025,664.996,104976.26,July,3,2,27,Wednesday,2,Weekday,2025-2026
2025-07-03,7,2025,644.699,95041.19,July,3,3,27,Thursday,3,Weekday,2025-2026
2025-07-04,7,2025,648.311,92737.86,July,3,4,27,Friday,4,Weekday,2025-2026
2025-07-05,7,2025,656.136,92883.49,July,3,5,27,Saturday,5,Weekend,2025-2026
2025-07-06,7,2025,623.423,69207.26,July,3,6,27,Sunday,6,Weekend,2025-2026
2025-07-07,7,2025,641.58,95194.06,July,3,7,28,Monday,0,Weekday,2025-2026
2025-07-08,7,2025,648.143,89965.21,July,3,8,28,Tuesday,1,Weekday,2025-2026
2025-07-09,7,2025,638.136,87860.16,July,3,9,28,Wednesday,2,Weekday,2025-2026
2025-07-10,7,2025,655.567,90757.83,July,3,10,28,Thursday,3,Weekday,2025-2026
2025-07-11,7,2025,646.048,85108.8,July,3,11,28,Friday,4,Weekday,2025-2026
2025-07-12,7,2025,644.634,77724.93,July,3,12,28,Saturday,5,Weekend,2025-2026
2025-07-13,7,2025,634.889,64248.65,July,3,13,28,Sunday,6,Weekend,2025-2026
2025-07-14,7,2025,628.684,86145.07,July,3,14,29,Monday,0,Weekday,2025-2026
2025-07-15,7,2025,634.666,84602.21,July,3,15,29,Tuesday,1,Weekday,2025-2026
2025-07-16,7,2025,631.362,81454.6,July,3,16,29,Wednesday,2,Weekday,2025-2026
2025-07-17,7,2025,618.245,76195.17,July,3,17,29,Thursday,3,Weekday,2025-2026
2025-07-18,7,2025,621.391,73841.65,July,3,18,29,Friday,4,Weekday,2025-2026
2025-07-19,7,2025,624.442,72515.93,July,3,19,29,Saturday,5,Weekend,2025-2026
2025-07-20,7,2025,625.29,60707.39,July,3,20,29,Sunday,6,Weekend,2025-2026
2025-07-21,7,2025,612.668,77296.08,July,3,21,30,Monday,0,Weekday,2025-2026
2025-07-22,7,2025,609.652,73274.46,July,3,22,30,Tuesday,1,Weekday,2025-2026
2025-07-23,7,2025,609.414,72901.37,July,3,23,30,Wednesday,2,Weekday,2025-2026
2025-07-24,7,2025,602.245,70319.08,July,3,24,30,Thursday,3,Weekday,2025-2026
2025-07-25,7,2025,597.438,72926.31,July,3,25,30,Friday,4,Weekday,2025-2026
2025-07-26,7,2025,603.241,67031.53,July,3,26,30,Saturday,5,Weekend,2025-2026
2025-07-27,7,2025,609.434,55840.25,July,3,27,30,Sunday,6,Weekend,2025-2026
2025-07-28,7,2025,607.5989999999999,76306.71,July,3,28,31,Monday,0,Weekday,2025-2026
2025-07-29,7,2025,590.851,73041.58,July,3,29,31,Tuesday,1,Weekday,2025-2026
2025-07-30,7,2025,607.725,79458.74,July,3,30,31,Wednesday,2,Weekday,2025-2026
2025-07-31,7,2025,633.526,98871.97,July,3,31,31,Thursday,3,Weekday,2025-2026
2025-08-01,8,2025,669.332,103856.25,August,3,1,31,Friday,4,Weekday,2025-2026
2025-08-02,8,2025,707.216,102420.12,August,3,2,31,Saturday,5,Weekend,2025-2026
2025-08-03,8,2025,667.926,76155.36,August,3,3,31,Sunday,6,Weekend,2025-2026
2025-08-04,8,2025,665.374,98588.87,August,3,4,32,Monday,0,Weekday,2025-2026
2025-08-05,8,2025,671.664,97550.71,August,3,5,32,Tuesday,1,Weekday,2025-2026
2025-08-06,8,2025,675.268,93102.41,August,3,6,32,Wednesday,2,Weekday,2025-2026
2025-08-07,8,2025,673.355,93176.2,August,3,7,32,Thursday,3,Weekday,2025-2026
2025-08-08,8,2025,721.27,93002.51,August,3,8,32,Friday,4,Weekday,2025-2026
2025-08-09,8,2025,680.234,76578.76,August,3,9,32,Saturday,5,Weekend,2025-2026
2025-08-10,8,2025,645.079,69866.81,August,3,10,32,Sunday,6,Weekend,2025-2026
2025-08-11,8,2025,652.8050000000001,90606.77,August,3,11,33,Monday,0,Weekday,2025-2026
2025-08-12,8,2025,651.625,85866.64,August,3,12,33,Tuesday,1,Weekday,2025-2026
2025-08-13,8,2025,643.644,83460.62,August,3,13,33,Wednesday,2,Weekday,2025-2026
2025-08-14,8,2025,660.047,83159.03,August,3,14,33,Thursday,3,Weekday,2025-2026
2025-08-15,8,2025,629.88,63117.09,August,3,15,33,Friday,4,Weekday,2025-2026
2025-08-16,8,2025,636.768,68278.92,August,3,16,33,Saturday,5,Weekend,2025-2026
2025-08-17,8,2025,612.3109999999999,57594.29,August,3,17,33,Sunday,6,Weekend,2025-2026
2025-08-18,8,2025,627.05,79754.87,August,3,18,34,Monday,0,Weekday,2025-2026
2025-08-19,8,2025,614.1890000000001,76331.59,August,3,19,34,Tuesday,1,Weekday,2025-2026
2025-08-20,8,2025,639.141,81160.77,August,3,20,34,Wednesday,2,Weekday,2025-2026
2025-08-21,8,2025,631.5060000000001,78191.58,August,3,21,34,Thursday,3,Weekday,2025-2026
2025-08-22,8,2025,622.644,72461.6,August,3,22,34,Friday,4,Weekday,2025-2026
2025-08-23,8,2025,617.833,68686.99,August,3,23,34,Saturday,5,Weekend,2025-2026
2025-08-24,8,2025,627.793,58510.27,August,3,24,34,Sunday,6,Weekend,2025-2026
2025-08-25,8,2025,637.824,80294.19,August,3,25,35,Monday,0,Weekday,2025-2026
2025-08-26,8,2025,641.638,77157.83,August,3,26,35,Tuesday,1,Weekday,2025-2026
2025-08-27,8,2025,593.556,62308.47,August,3,27,35,Wednesday,2,Weekday,2025-2026
2025-08-28,8,2025,597.677,74062.22,August,3,28,35,Thursday,3,Weekday,2025-2026
2025-08-29,8,2025,617.853,81491.51,August,3,29,35,Friday,4,Weekday,2025-2026
2025-08-30,8,2025,645.1279999999999,87522.18,August,3,30,35,Saturday,5,Weekend,2025-2026
2025-08-31,8,2025,630.6800000000001,71157.47,August,3,31,35,Sunday,6,Weekend,2025-2026
2025-09-01,9,2025,653.787,103346.42,September,3,1,36,Monday,0,Weekday,2025-2026
2025-09-02,9,2025,669.928,101199.28,September,3,2,36,Tuesday,1,Weekday,2025-2026
2025-09-03,9,2025,669.813,95949.97,September,3,3,36,Wednesday,2,Weekday,2025-2026
2025-09-04,9,2025,667.371,95176.51,September,3,4,36,Thursday,3,Weekday,2025-2026
2025-09-05,9,2025,643.347,82199.29,September,3,5,36,Friday,4,Weekday,2025-2026
2025-09-06,9,2025,642.034,82162.11,September,3,6,36,Saturday,5,Weekend,2025-2026
2025-09-07,9,2025,634.663,67737.98,September,3,7,36,Sunday,6,Weekend,2025-2026
2025-09-08,9,2025,674.207,91323.72,September,3,8,37,Monday,0,Weekday,2025-2026
2025-09-09,9,2025,671.052,91406.67,September,3,9,37,Tuesday,1,Weekday,2025-2026
2025-09-10,9,2025,682.483,94319.1,September,3,10,37,Wednesday,2,Weekday,2025-2026
2025-09-11,9,2025,661.598,87398.93,September,3,11,37,Thursday,3,Weekday,2025-2026
2025-09-12,9,2025,670.327,83819.17,September,3,12,37,Friday,4,Weekday,2025-2026
2025-09-13,9,2025,656.881,75989.11,September,3,13,37,Saturday,5,Weekend,2025-2026
2025-09-14,9,2025,653.401,63705.14,September,3,14,37,Sunday,6,Weekend,2025-2026
2025-09-15,9,2025,652.517,86868.41,September,3,15,38,Monday,0,Weekday,2025-2026
2025-09-16,9,2025,648.036,81334.96,September,3,16,38,Tuesday,1,Weekday,2025-2026
2025-09-17,9,2025,651.27,76781.03,September,3,17,38,Wednesday,2,Weekday,2025-2026
2025-09-18,9,2025,636.322,75545.7,September,3,18,38,Thursday,3,Weekday,2025-2026
2025-09-19,9,2025,646.019,73973.14,September,3,19,38,Friday,4,Weekday,2025-2026
2025-09-20,9,2025,660.031,76649.34,September,3,20,38,Saturday,5,Weekend,2025-2026
2025-09-21,9,2025,650.172,60320.66,September,3,21,38,Sunday,6,Weekend,2025-2026
2025-09-22,9,2025,637.058,82477.13,September,3,22,39,Monday,0,Weekday,2025-2026
2025-09-23,9,2025,641.936,81647.55,September,3,23,39,Tuesday,1,Weekday,2025-2026
2025-09-24,9,2025,650.507,82219.56,September,3,24,39,Wednesday,2,Weekday,2025-2026
2025-09-25,9,2025,646.477,82763.15,September,3,25,39,Thursday,3,Weekday,2025-2026
2025-09-26,9,2025,642.794,81147.56,September,3,26,39,Friday,4,Weekday,2025-2026
2025-09-27,9,2025,647.099,76740.06,September,3,27,39,Saturday,5,Weekend,2025-2026
2025-09-28,9,2025,635.523,63884.47,September,3,28,39,Sunday,6,Weekend,2025-2026
2025-09-29,9,2025,662.61,88429.61,September,3,29,40,Monday,0,Weekday,2025-2026
2025-09-30,9,2025,674.17,103220.79,September,3,30,40,Tuesday,1,Weekday,2025-2026
2025-10-01,10,2025,705.618,106297.2,October,4,1,40,Wednesday,2,Weekday,2025-2026
2025-10-02,10,2025,656.293,82995.89,October,4,2,40,Thursday,3,Weekday,2025-2026
2025-10-03,10,2025,674.633,97261.44,October,4,3,40,Friday,4,Weekday,2025-2026
2025-10-04,10,2025,676.96,99228.42,October,4,4,40,Saturday,5,Weekend,2025-2026
2025-10-05,10,2025,678.592,82431.5,October,4,5,40,Sunday,6,Weekend,2025-2026
2025-10-06,10,2025,676.848,102255.51,October,4,6,41,Monday,0,Weekday,2025-2026
2025-10-07,10,2025,646.32,94312.62,October,4,7,41,Tuesday,1,Weekday,2025-2026
2025-10-08,10,2025,700.322,101998.71,October,4,8,41,Wednesday,2,Weekday,2025-2026
2025-10-09,10,2025,709.611,102964.42,October,4,9,41,Thursday,3,Weekday,2025-2026
2025-10-10,10,2025,717.511,100827.85,October,4,10,41,Friday,4,Weekday,2025-2026
2025-10-11,10,2025,691.044,90437.39,October,4,11,41,Saturday,5,Weekend,2025-2026
2025-10-12,10,2025,693.316,75027.23,October,4,12,41,Sunday,6,Weekend,2025-2026
2025-10-13,10,2025,687.874,96747.94,October,4,13,42,Monday,0,Weekday,2025-2026
2025-10-14,10,2025,685.799,95603.07,October,4,14,42,Tuesday,1,Weekday,2025-2026
2025-10-15,10,2025,699.875,99092.97,October,4,15,42,Wednesday,2,Weekday,2025-2026
2025-10-16,10,2025,692.684,95599.29,October,4,16,42,Thursday,3,Weekday,2025-2026
2025-10-17,10,2025,712.476,98266.13,October,4,17,42,Friday,4,Weekday,2025-2026
2025-10-18,10,2025,754.37,102753.58,October,4,18,42,Saturday,5,Weekend,2025-2026
2025-10-19,10,2025,739.042,85667.27,October,4,19,42,Sunday,6,Weekend,2025-2026
2025-10-20,10,2025,717.268,74285.26,October,4,20,43,Monday,0,Weekday,2025-2026
2025-10-21,10,2025,602.667,67047.73,October,4,21,43,Tuesday,1,Weekday,2025-2026
2025-10-22,10,2025,615.294,71327.82,October,4,22,43,Wednesday,2,Weekday,2025-2026
2025-10-23,10,2025,611.753,74735.1,October,4,23,43,Thursday,3,Weekday,2025-2026
2025-10-24,10,2025,617.168,78118.62,October,4,24,43,Friday,4,Weekday,2025-2026
2025-10-25,10,2025,622.436,75021.93,October,4,25,43,Saturday,5,Weekend,2025-2026
2025-10-26,10,2025,614.751,61084.11,October,4,26,43,Sunday,6,Weekend,2025-2026
2025-10-27,10,2025,608.487,77187.79,October,4,27,44,Monday,0,Weekday,2025-2026
2025-10-28,10,2025,597.461,75624.67,October,4,28,44,Tuesday,1,Weekday,2025-2026
2025-10-29,10,2025,617.114,79470.12,October,4,29,44,Wednesday,2,Weekday,2025-2026
2025-10-30,10,2025,620.374,83284.16,October,4,30,44,Thursday,3,Weekday,2025-2026
2025-10-31,10,2025,656.96,100834.97,October,4,31,44,Friday,4,Weekday,2025-2026
2025-11-01,11,2025,704.217,108113.06,November,4,1,44,Saturday,5,Weekend,2025-2026
2025-11-02,11,2025,704.01,88237.13,November,4,2,44,Sunday,6,Weekend,2025-2026
2025-11-03,11,2025,690.327,104487.3,November,4,3,45,Monday,0,Weekday,2025-2026
2025-11-04,11,2025,691.388,104828.1,November,4,4,45,Tuesday,1,Weekday,2025-2026
2025-11-05,11,2025,690.838,93513.51,November,4,5,45,Wednesday,2,Weekday,2025-2026
2025-11-06,11,2025,677.773,95130.44,November,4,6,45,Thursday,3,Weekday,2025-2026
2025-11-07,11,2025,694.816,96328.59,November,4,7,45,Friday,4,Weekday,2025-2026
2025-11-08,11,2025,695.677,88350.79,November,4,8,45,Saturday,5,Weekend,2025-2026
2025-11-09,11,2025,693.638,75982.55,November,4,9,45,Sunday,6,Weekend,2025-2026
2025-11-10,11,2025,702.129,102018.93,November,4,10,46,Monday,0,Weekday,2025-2026
2025-11-11,11,2025,690.781,95430.93,November,4,11,46,Tuesday,1,Weekday,2025-2026
2025-11-12,11,2025,697.349,92633.75,November,4,12,46,Wednesday,2,Weekday,2025-2026
2025-11-13,11,2025,684.647,88130.37,November,4,13,46,Thursday,3,Weekday,2025-2026
2025-11-14,11,2025,683.091,84751.72,November,4,14,46,Friday,4,Weekday,2025-2026
2025-11-15,11,2025,691.675,86252.67,November,4,15,46,Saturday,5,Weekend,2025-2026
2025-11-16,11,2025,681.824,68114.84,November,4,16,46,Sunday,6,Weekend,2025-2026
2025-11-17,11,2025,673.906,86746.09,November,4,17,47,Monday,0,Weekday,2025-2026
2025-11-18,11,2025,664.756,84795.14,November,4,18,47,Tuesday,1,Weekday,2025-2026
2025-11-19,11,2025,671.065,84412.33,November,4,19,47,Wednesday,2,Weekday,2025-2026
2025-11-20,11,2025,685.182,86690.37,November,4,20,47,Thursday,3,Weekday,2025-2026
2025-11-21,11,2025,680.479,83048.09,November,4,21,47,Friday,4,Weekday,2025-2026
2025-11-22,11,2025,670.665,76278.14,November,4,22,47,Saturday,5,Weekend,2025-2026
2025-11-23,11,2025,661.587,62917.13,November,4,23,47,Sunday,6,Weekend,2025-2026
2025-11-24,11,2025,660.527,83598.27,November,4,24,48,Monday,0,Weekday,2025-2026
2025-11-25,11,2025,659.386,83111.04,November,4,25,48,Tuesday,1,Weekday,2025-2026
2025-11-26,11,2025,664.839,81897.99,November,4,26,48,Wednesday,2,Weekday,2025-2026
2025-11-27,11,2025,659.959,82358.08,November,4,27,48,Thursday,3,Weekday,2025-2026
2025-11-28,11,2025,676.124,90124.99,November,4,28,48,Friday,4,Weekday,2025-2026
2025-11-29,11,2025,685.569,93645.91,November,4,29,48,Saturday,5,Weekend,2025-2026
2025-11-30,11,2025,678.755,79704.39,November,4,30,48,Sunday,6,Weekend,2025-2026
2025-12-01,12,2025,713.619,115449.97,December,4,1,49,Monday,0,Weekday,2025-2026
2025-12-02,12,2025,726.816,112235.89,December,4,2,49,Tuesday,1,Weekday,2025-2026
2025-12-03,12,2025,710.212,104190.87,December,4,3,49,Wednesday,2,Weekday,2025-2026
2025-12-04,12,2025,704.088,103618.87,December,4,4,49,Thursday,3,Weekday,2025-2026
2025-12-05,12,2025,707.409,101063.5,December,4,5,49,Friday,4,Weekday,2025-2026
2025-12-06,12,2025,712.898,95845.96,December,4,6,49,Saturday,5,Weekend,2025-2026
2025-12-07,12,2025,704.708,78447.4,December,4,7,49,Sunday,6,Weekend,2025-2026
2025-12-08,12,2025,712.04,101849.7,December,4,8,50,Monday,0,Weekday,2025-2026
2025-12-09,12,2025,708.557,102672.16,December,4,9,50,Tuesday,1,Weekday,2025-2026
2025-12-10,12,2025,723.537,103463.35,December,4,10,50,Wednesday,2,Weekday,2025-2026
2025-12-11,12,2025,699.658,93099.57,December,4,11,50,Thursday,3,Weekday,2025-2026
2025-12-12,12,2025,705.995,90399.4,December,4,12,50,Friday,4,Weekday,2025-2026
2025-12-13,12,2025,702.834,83028.01,December,4,13,50,Saturday,5,Weekend,2025-2026
2025-12-14,12,2025,700.334,70004.33,December,4,14,50,Sunday,6,Weekend,2025-2026
2025-12-15,12,2025,705.422,95630.48,December,4,15,51,Monday,0,Weekday,2025-2026
2025-12-16,12,2025,687.439,89498.14,December,4,16,51,Tuesday,1,Weekday,2025-2026
