Date,Month,Year,Volume_Million,Value_Crore
2025-01-15,January,2025,533.538,72564.96
2025-01-16,January,2025,533.0989999999999,71787.04
2025-01-17,January,2025,537.403,71032.39
2025-01-18,January,2025,539.177,68860.95
2025-01-19,January,2025,530.65,56364.25
2025-01-20,January,2025,543.644,78187.93
2025-01-21,January,2025,530.828,72609.39
2025-01-22,January,2025,541.529,72846.1
2025-01-23,January,2025,526.829,69306.15
2025-01-24,January,2025,536.716,69561.04
2025-01-25,January,2025,553.017,67121.44
2025-01-26,January,2025,517.303,51023.09
2025-01-27,January,2025,534.675,74950.26
2025-01-28,January,2025,532.798,72270.63
2025-01-29,January,2025,532.746,70929.65
2025-01-30,January,2025,535.941,76012.84
2025-01-31,January,2025,572.1279999999999,91469.83
2025-02-01,February,2025,604.754,99835.69
2025-02-02,February,2025,591.604,75620.6
2025-02-03,February,2025,582.391,93245.74
2025-02-04,February,2025,576.418,91126.6
2025-02-05,February,2025,585.6800000000001,89847.56
2025-02-06,February,2025,579.3199999999999,85577.46
2025-02-07,February,2025,582.164,83661.64
2025-02-08,February,2025,584.837,78394.48
2025-02-09,February,2025,584.6949999999999,67170.58
2025-02-10,February,2025,592.816,92183.3
2025-02-11,February,2025,581.057,85320.26
2025-02-12,February,2025,589.427,82436.06
2025-02-13,February,2025,574.283,77947.95
2025-02-14,February,2025,587.238,77266.11
2025-02-15,February,2025,571.054,76162.54
2025-02-16,February,2025,553.048,59017.87
2025-02-17,February,2025,562.4300000000001,77737.39
2025-02-18,February,2025,557.115,73824.81
2025-02-19,February,2025,564.758,73200.56
2025-02-20,February,2025,562.1189999999999,74075.68
2025-02-21,February,2025,564.77,71739.87
2025-02-22,February,2025,565.472,67795.92
2025-02-23,February,2025,560.54,54660.38
2025-02-24,February,2025,563.482,75820.65
2025-02-25,February,2025,576.501,76593.92
2025-02-26,February,2025,552.081,62994.82
2025-02-27,February,2025,555.4770000000001,75714.97
2025-02-28,February,2025,600.662,97508.29
2025-03-01,March,2025,631.425,101627.92
2025-03-02,March,2025,608.029,79157.48
2025-03-03,March,2025,599.447,97185.42
2025-03-04,March,2025,594.558,93483.95
2025-03-05,March,2025,596.265,93034.38
2025-03-06,March,2025,584.1,87477.02
2025-03-07,March,2025,597.996,87218.22
2025-03-08,March,2025,605.762,81507.5
2025-03-09,March,2025,604.783,68403.22
2025-03-10,March,2025,611.043,95763.57
2025-03-11,March,2025,577.813,84906.83
2025-03-12,March,2025,601.722,87615.79
2025-03-13,March,2025,642.101,85570.94
2025-03-14,March,2025,514.985,51067.26
2025-03-15,March,2025,580.763,71801.28
2025-03-16,March,2025,572.15,59622.54
2025-03-17,March,2025,580.3520000000001,80668.23
2025-03-18,March,2025,572.643,76988.31
2025-03-19,March,2025,576.134,76504.71
2025-03-20,March,2025,575.8199999999999,78037.44
2025-03-21,March,2025,576.375,74557.68
2025-03-22,March,2025,584.226,70233.03
2025-03-23,March,2025,587.4399999999999,58953.84
2025-03-24,March,2025,578.4359999999999,79820.41
2025-03-25,March,2025,581.7439999999999,79710.62
2025-03-26,March,2025,550.509,75842.65
2025-03-27,March,2025,597.4649999999999,81231.4
2025-03-28,March,2025,605.243,84515.18
2025-03-29,March,2025,627.191,87115.79
2025-03-30,March,2025,619.267,71617.99
2025-03-31,March,2025,565.721,75980.99
2025-04-01,April,2025,529.7180000000001,74937.0
2025-04-02,April,2025,619.275,102791.42
2025-04-03,April,2025,606.985,95332.97
2025-04-04,April,2025,618.6859999999999,94268.0
2025-04-05,April,2025,629.581,90299.35
2025-04-06,April,2025,588.2729999999999,68150.47
2025-04-07,April,2025,618.568,98216.32
2025-04-08,April,2025,624.895,89887.4
2025-04-09,April,2025,629.692,91452.18
2025-04-10,April,2025,605.415,83751.64
2025-04-11,April,2025,620.263,85297.83
2025-04-12,April,2025,554.296,68876.63
2025-04-13,April,2025,613.976,65305.33
2025-04-14,April,2025,582.6859999999999,70514.53
2025-04-15,April,2025,608.9390000000001,83768.29
2025-04-16,April,2025,606.392,82446.94
2025-04-17,April,2025,598.3050000000001,79567.11
2025-04-18,April,2025,578.175,67342.78
2025-04-19,April,2025,603.946,74613.71
2025-04-20,April,2025,587.892,60985.01
2025-04-21,April,2025,589.208,79430.34
2025-04-22,April,2025,582.008,75876.17
2025-04-23,April,2025,582.296,74632.32
2025-04-24,April,2025,580.1949999999999,73457.31
2025-04-25,April,2025,585.048,74213.96
2025-04-26,April,2025,583.1229999999999,69855.94
2025-04-27,April,2025,578.471,57359.23
2025-04-28,April,2025,583.217,79646.93
2025-04-29,April,2025,587.909,81121.96
2025-04-30,April,2025,615.991,101526.8
2025-05-01,May,2025,627.044,96949.94
2025-05-02,May,2025,637.271,100248.07
2025-05-03,May,2025,638.116,95776.08
2025-05-04,May,2025,627.641,78825.85
2025-05-05,May,2025,629.588,99229.03
2025-05-06,May,2025,608.419,89592.71
2025-05-07,May,2025,615.602,89345.34
2025-05-08,May,2025,622.041,88440.61
2025-05-09,May,2025,613.056,86292.19
2025-05-10,May,2025,617.641,83538.15
2025-05-11,May,2025,602.318,65341.59
2025-05-12,May,2025,558.678,78333.03
2025-05-13,May,2025,605.066,84780.86
2025-05-14,May,2025,609.736,84134.23
2025-05-15,May,2025,606.493,83793.22
2025-05-16,May,2025,603.117,78259.65
2025-05-17,May,2025,605.872,75787.32
2025-05-18,May,2025,595.087,60347.3
2025-05-19,May,2025,594.807,80321.57
2025-05-20,May,2025,584.47,78514.86
2025-05-21,May,2025,591.006,77375.62
2025-05-22,May,2025,589.576,75556.0
2025-05-23,May,2025,591.759,73524.04
2025-05-24,May,2025,585.468,69120.98
2025-05-25,May,2025,583.56,58284.01
2025-05-26,May,2025,578.537,76999.96
2025-05-27,May,2025,577.512,74452.63
2025-05-28,May,2025,581.754,75951.73
2025-05-29,May,2025,579.36,76027.13
2025-05-30,May,2025,599.23,86128.51
2025-05-31,May,2025,617.63,93024.8
2025-06-01,June,2025,644.307,82861.02
2025-06-02,June,2025,650.255,106309.47
2025-06-03,June,2025,648.737,97443.74
2025-06-04,June,2025,637.592,98723.85
2025-06-05,June,2025,641.393,96560.1
2025-06-06,June,2025,658.348,93649.21
2025-06-07,June,2025,606.829,75791.75
2025-06-08,June,2025,601.504,63812.4
2025-06-09,June,2025,623.165,91121.07
2025-06-10,June,2025,634.294,91838.53
2025-06-11,June,2025,626.608,87210.64
2025-06-12,June,2025,613.445,82500.72
2025-06-13,June,2025,613.38,79449.86
2025-06-14,June,2025,612.977,74677.34
2025-06-15,June,2025,605.644,62265.9
2025-06-16,June,2025,604.952,82363.95
2025-06-17,June,2025,597.523,77388.82
2025-06-18,June,2025,602.992,77121.9
2025-06-19,June,2025,590.943,75273.14
2025-06-20,June,2025,606.672,74977.8
2025-06-21,June,2025,603.775,72526.08
2025-06-22,June,2025,591.089,57113.84
2025-06-23,June,2025,592.609,75796.64
2025-06-24,June,2025,585.802,72710.14
2025-06-25,June,2025,595.444,74007.96
2025-06-26,June,2025,594.023,74401.66
2025-06-27,June,2025,598.299,73713.91
2025-06-28,June,2025,598.964,70198.78
2025-06-29,June,2025,589.465,58111.17
2025-06-30,June,2025,623.976,104009.3
2025-07-01,July,2025,653.513,110062.3
2025-07-02,July,2025,664.996,104976.26
2025-07-03,July,2025,644.699,95041.19
2025-07-04,July,2025,648.311,92737.86
2025-07-05,July,2025,656.136,92883.49
2025-07-06,July,2025,623.423,69207.26
2025-07-07,July,2025,641.58,95194.06
2025-07-08,July,2025,648.143,89965.21
2025-07-09,July,2025,638.136,87860.16
2025-07-10,July,2025,655.567,90757.83
2025-07-11,July,2025,646.048,85108.8
2025-07-12,July,2025,644.634,77724.93
2025-07-13,July,2025,634.889,64248.65
2025-07-14,July,2025,628.684,86145.07
2025-07-15,July,2025,634.666,84602.21
2025-07-16,July,2025,631.362,81454.6
2025-07-17,July,2025,618.245,76195.17
2025-07-18,July,2025,621.391,73841.65
2025-07-19,July,2025,624.442,72515.93
2025-07-20,July,2025,625.29,60707.39
2025-07-21,July,2025,612.668,77296.08
2025-07-22,July,2025,609.652,73274.46
2025-07-23,July,2025,609.414,72901.37
2025-07-24,July,2025,602.245,70319.08
2025-07-25,July,2025,597.438,72926.31
2025-07-26,July,2025,603.241,67031.53
2025-07-27,July,2025,609.434,55840.25
2025-07-28,July,2025,607.5989999999999,76306.71
2025-07-29,July,2025,590.851,73041.58
2025-07-30,July,2025,607.725,79458.74
2025-07-31,July,2025,633.526,98871.97
2025-08-01,August,2025,669.332,103856.25
2025-08-02,August,2025,707.216,102420.12
2025-08-03,August,2025,667.926,76155.36
2025-08-04,August,2025,665.374,98588.87
2025-08-05,August,2025,671.664,97550.71
2025-08-06,August,2025,675.268,93102.41
2025-08-07,August,2025,673.355,93176.2
2025-08-08,August,2025,721.27,93002.51
2025-08-09,August,2025,680.234,76578.76
2025-08-10,August,2025,645.079,69866.81
2025-08-11,August,2025,652.8050000000001,90606.77
2025-08-12,August,2025,651.625,85866.64
2025-08-13,August,2025,643.644,83460.62
2025-08-14,August,2025,660.047,83159.03
2025-08-15,August,2025,629.88,63117.09
2025-08-16,August,2025,636.768,68278.92
2025-08-17,August,2025,612.3109999999999,57594.29
2025-08-18,August,2025,627.05,79754.87
2025-08-19,August,2025,614.1890000000001,76331.59
2025-08-20,August,2025,639.141,81160.77
2025-08-21,August,2025,631.5060000000001,78191.58
2025-08-22,August,2025,622.644,72461.6
2025-08-23,August,2025,617.833,68686.99
2025-08-24,August,2025,627.793,58510.27
2025-08-25,August,2025,637.824,80294.19
2025-08-26,August,2025,641.638,77157.83
2025-08-27,August,2025,593.556,62308.47
2025-08-28,August,2025,597.677,74062.22
2025-08-29,August,2025,617.853,81491.51
2025-08-30,August,2025,645.1279999999999,87522.18
2025-08-31,August,2025,630.6800000000001,71157.47
2025-09-01,September,2025,653.787,103346.42
2025-09-02,September,2025,669.928,101199.28
2025-09-03,September,2025,669.813,95949.97
2025-09-04,September,2025,667.371,95176.51
2025-09-05,September,2025,643.347,82199.29
2025-09-06,September,2025,642.034,82162.11
2025-09-07,September,2025,634.663,67737.98
2025-09-08,September,2025,674.207,91323.72
2025-09-09,September,2025,671.052,91406.67
2025-09-10,September,2025,682.483,94319.1
2025-09-11,September,2025,661.598,87398.93
2025-09-12,September,2025,670.327,83819.17
2025-09-13,September,2025,656.881,75989.11
2025-09-14,September,2025,653.401,63705.14
2025-09-15,September,2025,652.517,86868.41
2025-09-16,September,2025,648.036,81334.96
2025-09-17,September,2025,651.27,76781.03
2025-09-18,September,2025,636.322,75545.7
2025-09-19,September,2025,646.019,73973.14
2025-09-20,September,2025,660.031,76649.34
2025-09-21,September,2025,650.172,60320.66
2025-09-22,September,2025,637.058,82477.13
2025-09-23,September,2025,641.936,81647.55
2025-09-24,September,2025,650.507,82219.56
2025-09-25,September,2025,646.477,82763.15
2025-09-26,September,2025,642.794,81147.56
2025-09-27,September,2025,647.099,76740.06
2025-09-28,September,2025,635.523,63884.47
2025-09-29,September,2025,662.61,88429.61
2025-09-30,September,2025,674.17,103220.79
2025-10-01,October,2025,705.618,106297.2
2025-10-02,October,2025,656.293,82995.89
2025-10-03,October,2025,674.633,97261.44
2025-10-04,October,2025,676.96,99228.42
2025-10-05,October,2025,678.592,82431.5
2025-10-06,October,2025,676.848,102255.51
2025-10-07,October,2025,646.32,94312.62
2025-10-08,October,2025,700.322,101998.71
2025-10-09,October,2025,709.611,102964.42
2025-10-10,October,2025,717.511,100827.85
2025-10-11,October,2025,691.044,90437.39
2025-10-12,October,2025,693.316,75027.23
2025-10-13,October,2025,687.874,96747.94
2025-10-14,October,2025,685.799,95603.07
2025-10-15,October,2025,699.875,99092.97
2025-10-16,October,2025,692.684,95599.29
2025-10-17,October,2025,712.476,98266.13
2025-10-18,October,2025,754.37,102753.58
2025-10-19,October,2025,739.042,85667.27
2025-10-20,October,2025,717.268,74285.26
2025-10-21,October,2025,602.667,67047.73
2025-10-22,October,2025,615.294,71327.82
2025-10-23,October,2025,611.753,74735.1
2025-10-24,October,2025,617.168,78118.62
2025-10-25,October,2025,622.436,75021.93
2025-10-26,October,2025,614.751,61084.11
2025-10-27,October,2025,608.487,77187.79
2025-10-28,October,2025,597.461,75624.67
2025-10-29,October,2025,617.114,79470.12
2025-10-30,October,2025,620.374,83284.16
2025-10-31,October,2025,656.96,100834.97
2025-11-01,November,2025,704.217,108113.06
2025-11-02,November,2025,704.01,88237.13
2025-11-03,November,2025,690.327,104487.3
2025-11-04,November,2025,691.388,104828.1
2025-11-05,November,2025,690.838,93513.51
2025-11-06,November,2025,677.773,95130.44
2025-11-07,November,2025,694.816,96328.59
2025-11-08,November,2025,695.677,88350.79
2025-11-09,November,2025,693.638,75982.55
2025-11-10,November,2025,702.129,102018.93
2025-11-11,November,2025,690.781,95430.93
2025-11-12,November,2025,697.349,92633.75
2025-11-13,November,2025,684.647,88130.37
2025-11-14,November,2025,683.091,84751.72
2025-11-15,November,2025,691.675,86252.67
2025-11-16,November,2025,681.824,68114.84
2025-11-17,November,2025,673.906,86746.09
2025-11-18,November,2025,664.756,84795.14
2025-11-19,November,2025,671.065,84412.33
2025-11-20,November,2025,685.182,86690.37
2025-11-21,November,2025,680.479,83048.09
2025-11-22,November,2025,670.665,76278.14
2025-11-23,November,2025,661.587,62917.13
2025-11-24,November,2025,660.527,83598.27
2025-11-25,November,2025,659.386,83111.04
2025-11-26,November,2025,664.839,81897.99
2025-11-27,November,2025,659.959,82358.08
2025-11-28,November,2025,676.124,90124.99
2025-11-29,November,2025,685.569,93645.91
2025-11-30,November,2025,678.755,79704.39
2025-12-01,December,2025,713.619,115449.97
2025-12-02,December,2025,726.816,112235.89
2025-12-03,December,2025,710.212,104190.87
2025-12-04,December,2025,704.088,103618.87
2025-12-05,December,2025,707.409,101063.5
2025-12-06,December,2025,712.898,95845.96
2025-12-07,December,2025,704.708,78447.4
2025-12-08,December,2025,712.04,101849.7
2025-12-09,December,2025,708.557,102672.16
2025-12-10,December,2025,723.537,103463.35
2025-12-11,December,2025,699.658,93099.57
2025-12-12,December,2025,705.995,90399.4
2025-12-13,December,2025,702.834,83028.01
2025-12-14,December,2025,700.334,70004.33
2025-12-15,December,2025,705.422,95630.48
2025-12-16,December,2025,687.439,89498.14
2025-12-17,December,2025,695.798,86431.01
2025-12-18,December,2025,687.288,87159.49
2025-12-19,December,2025,683.396,79987.96
2025-12-20,December,2025,695.801,84002.35
2025-12-21,December,2025,686.27,67104.1
2025-12-22,December,2025,685.316,87815.07
2025-12-23,December,2025,681.769,84893.75
2025-12-24,December,2025,703.948,88007.46
2025-12-25,December,2025,665.887,72641.65
2025-12-26,December,2025,669.838,82519.49
2025-12-27,December,2025,668.261,77154.95
2025-12-28,December,2025,663.379,64095.38
2025-12-29,December,2025,674.062,89613.36
2025-12-30,December,2025,680.15,92522.84
2025-12-31,December,2025,767.939,112266.25
2026-01-01,January,2026,731.33,97973.88
2026-01-02,January,2026,741.92,111666.3
2026-01-03,January,2026,722.63,104168.76
2026-01-04,January,2026,718.8,88995.71
2026-01-05,January,2026,726.19,112669.2
2026-01-06,January,2026,703.83,101079.76
2026-01-07,January,2026,719.17,102912.23
2026-01-08,January,2026,714.02,99947.31
2026-01-09,January,2026,717.19,98968.86
2026-01-10,January,2026,723.32,94813.91
2026-01-11,January,2026,713.06,75929.99
2026-01-12,January,2026,721.64,101749.38
2026-01-13,January,2026,735.89,99183.09
2026-01-14,January,2026,709.52,87279.23
2026-01-15,January,2026,666.52,79204.83
2026-01-16,January,2026,675.31,82616.91
2026-01-17,January,2026,684.4,81727.86
2026-01-18,January,2026,679.6,66253.55
2026-01-19,January,2026,695.28,93021.38
2026-01-20,January,2026,681.76,93029.83
2026-01-21,January,2026,702.91,94939.41
2026-01-22,January,2026,696.78,89962.31
2026-01-23,January,2026,661.82,81271.05
2026-01-24,January,2026,683.79,80392.72
2026-01-25,January,2026,672.66,66779.51
2026-01-26,January,2026,654.41,67965.97
2026-01-27,January,2026,667.9,84612.25
2026-01-28,January,2026,679.23,89735.29
2026-01-29,January,2026,675.63,93285.24
2026-01-30,January,2026,700.73,103462.71
2026-01-31,January,2026,726.22,107882.83
2026-02-01,February,2026,742.56,100563.68
2026-02-02,February,2026,771.9,125303.02
2026-02-03,February,2026,741.66,113333.7
2026-02-04,February,2026,744.87,113302.09
2026-02-05,February,2026,741.6,108594.54
2026-02-06,February,2026,732.46,99784.03
2026-02-07,February,2026,750.86,100733.21
2026-02-08,February,2026,743.84,82029.34
2026-02-09,February,2026,748.8,107887.66
2026-02-10,February,2026,724.28,103218.18
2026-02-11,February,2026,748.99,102584.3
2026-02-12,February,2026,720.22,95358.6
2026-02-13,February,2026,742.92,96235.21
2026-02-14,February,2026,761.77,90455.12
2026-02-15,February,2026,715.5,70326.94
2026-02-16,February,2026,723.55,95510.43
2026-02-17,February,2026,722.08,92544.1
2026-02-18,February,2026,725.76,91606.75
2026-02-19,February,2026,699.41,86947.5
2026-02-20,February,2026,701.0,86258.07
2026-02-21,February,2026,697.99,84256.35
2026-02-22,February,2026,703.05,68821.03
2026-02-23,February,2026,700.41,89725.14
2026-02-24,February,2026,698.34,87436.1
2026-02-25,February,2026,709.85,90237.78
2026-02-26,February,2026,695.71,88166.29
2026-02-27,February,2026,731.17,105320.93
2026-02-28,February,2026,753.65,107689.21
2026-03-01,March,2026,755.42,97525.53
2026-03-02,March,2026,801.56,131735.46
2026-03-03,March,2026,740.94,98434.71
2026-03-04,March,2026,687.48,90761.63
2026-03-05,March,2026,739.59,107158.79
2026-03-06,March,2026,740.54,103910.72
2026-03-07,March,2026,759.97,105378.62
2026-03-08,March,2026,738.42,81073.89
2026-03-09,March,2026,753.62,112655.96
2026-03-10,March,2026,756.31,109885.32
2026-03-11,March,2026,752.83,104165.98
2026-03-12,March,2026,741.18,99749.33
2026-03-13,March,2026,740.85,96563.24
2026-03-14,March,2026,746.42,92196.0
2026-03-15,March,2026,732.01,77673.68
2026-03-16,March,2026,734.16,100286.48
2026-03-17,March,2026,731.99,96510.62
2026-03-18,March,2026,749.59,95489.75
2026-03-19,March,2026,712.31,87386.11
2026-03-20,March,2026,728.99,91930.06
2026-03-21,March,2026,675.32,73441.55
2026-03-22,March,2026,687.87,66078.72
2026-03-23,March,2026,712.13,95601.77
2026-03-24,March,2026,708.69,91609.73
2026-03-25,March,2026,725.88,96046.1
2026-03-26,March,2026,710.87,87058.06
2026-03-27,March,2026,697.93,86786.3
2026-03-28,March,2026,715.64,85443.62
2026-03-29,March,2026,706.75,71210.24
2026-03-30,March,2026,725.99,109254.3
2026-03-31,March,2026,729.89,109539.76
2026-04-01,April,2026,739.016,105071.07
2026-04-02,April,2026,783.7439999999999,125111.99
2026-04-03,April,2026,748.177,101165.26
2026-04-04,April,2026,775.272,111899.57
2026-04-05,April,2026,757.981,88194.87
2026-04-06,April,2026,757.55,111242.92
2026-04-07,April,2026,744.8109999999999,107032.89
2026-04-08,April,2026,769.764,109088.26
2026-04-09,April,2026,759.8489999999999,105437.82
2026-04-10,April,2026,780.678,107022.99
2026-04-11,April,2026,770.014,96157.79
2026-04-12,April,2026,757.518,77982.2
2026-04-13,April,2026,775.589,104205.51
2026-04-14,April,2026,739.729,87362.63
2026-04-15,April,2026,761.7479999999999,98877.82
2026-04-16,April,2026,744.362,96594.6
2026-04-17,April,2026,748.0060000000001,91887.9
2026-04-18,April,2026,755.521,93482.06
2026-04-19,April,2026,738.892,79012.63
2026-04-20,April,2026,738.02,101417.94
2026-04-21,April,2026,719.462,91391.57
2026-04-22,April,2026,729.4,91205.61
2026-04-23,April,2026,706.9399999999999,85193.86
2026-04-24,April,2026,728.375,89131.2
2026-04-25,April,2026,729.1800000000001,85213.1
2026-04-26,April,2026,708.25,69044.68
2026-04-27,April,2026,719.896,93068.62
2026-04-28,April,2026,712.47,90032.0
2026-04-29,April,2026,701.909,91198.31
2026-04-30,April,2026,744.674,119260.38
2026-05-01,May,2026,767.91,111281.22
2026-05-02,May,2026,800.11,121709.67
2026-05-03,May,2026,767.82,93284.63
2026-05-04,May,2026,740.78,113658.32
2026-05-05,May,2026,763.22,115017.52
2026-05-06,May,2026,761.51,108562.67
2026-05-07,May,2026,760.52,107677.31
2026-05-08,May,2026,771.73,104769.32
2026-05-09,May,2026,767.53,100137.12
2026-05-10,May,2026,769.24,85290.49
2026-05-11,May,2026,773.15,109868.94
2026-05-12,May,2026,766.24,104647.39
2026-05-13,May,2026,756.59,99435.44
2026-05-14,May,2026,747.98,96746.53
2026-05-15,May,2026,768.22,96584.68
2026-05-16,May,2026,757.97,90908.18
2026-05-17,May,2026,745.63,75206.21
2026-05-18,May,2026,743.61,96202.81
2026-05-19,May,2026,737.77,92099.95
2026-05-20,May,2026,747.58,95243.83
2026-05-21,May,2026,718.01,88774.26
2026-05-22,May,2026,740.5,89437.89
2026-05-23,May,2026,730.59,84137.96
2026-05-24,May,2026,724.19,70488.01
2026-05-25,May,2026,737.75,96626.32
2026-05-26,May,2026,729.01,92990.6
2026-05-27,May,2026,751.99,95677.9
2026-05-28,May,2026,673.5,73215.31
2026-05-29,May,2026,707.57,94811.1
2026-05-30,May,2026,735.94,101509.14
2026-05-31,May,2026,737.79,84423.46
2026-06-01,June,2026,784.73,126017.27
2026-06-02,June,2026,795.56,121338.4
2026-06-03,June,2026,785.13,115092.87
2026-06-04,June,2026,764.08,111592.07
2026-06-05,June,2026,776.48,108318.08
2026-06-06,June,2026,775.38,103888.84
2026-06-07,June,2026,773.73,83853.82
2026-06-08,June,2026,763.17,106344.92
2026-06-09,June,2026,771.53,107514.2
2026-06-10,June,2026,791.63,110285.66
2026-06-11,June,2026,765.4,102421.42
2026-06-12,June,2026,770.99,96505.61
2026-06-13,June,2026,761.05,89190.81
2026-06-14,June,2026,762.82,76045.15
2026-06-15,June,2026,770.58,100667.03
2026-06-16,June,2026,760.1,95816.46
2026-06-17,June,2026,759.66,93717.69
2026-06-18,June,2026,740.86,90299.09
2026-06-19,June,2026,737.27,87612.81
2026-06-20,June,2026,755.63,90413.22
2026-06-21,June,2026,752.2,72494.69
2026-06-22,June,2026,741.41,91881.57
2026-06-23,June,2026,726.04,88769.18
2026-06-24,June,2026,737.42,88749.07
2026-06-25,June,2026,736.47,91889.96
2026-06-26,June,2026,717.01,78222.5
2026-06-27,June,2026,727.88,79907.0
2026-06-28,June,2026,727.63,67383.64
2026-06-29,June,2026,727.11,95436.83
2026-06-30,June,2026,757.13,120468.8
