Date,Month,Year,Volume_Million,Value_Crore
2023-03-24,March,2023,271.194,42625.03
2023-03-25,March,2023,274.558,41335.82
2023-03-26,March,2023,269.547,32424.0
2023-03-27,March,2023,275.529,45897.16
2023-03-28,March,2023,275.907,45057.3
2023-03-29,March,2023,278.3,45843.3
2023-03-30,March,2023,266.568,42465.52
2023-03-31,March,2023,295.049,48892.77
2023-04-01,April,2023,309.622,51067.88
2023-04-02,April,2023,270.59,40107.32
2023-04-03,April,2023,291.234,67174.84
2023-04-04,April,2023,302.628,55131.41
2023-04-05,April,2023,305.558,55523.66
2023-04-06,April,2023,300.371,53108.05
2023-04-07,April,2023,299.684,49096.83
2023-04-08,April,2023,305.959,45972.66
2023-04-09,April,2023,296.109,38971.53
2023-04-10,April,2023,306.642,57032.84
2023-04-11,April,2023,293.413,51142.19
2023-04-12,April,2023,317.35,52628.2
2023-04-13,April,2023,302.541,48837.58
2023-04-14,April,2023,292.159,41334.68
2023-04-15,April,2023,303.699,45867.37
2023-04-16,April,2023,290.29,35944.36
2023-04-17,April,2023,292.098,48059.75
2023-04-18,April,2023,289.577,45994.08
2023-04-19,April,2023,295.165,46337.61
2023-04-20,April,2023,301.545,47613.07
2023-04-21,April,2023,302.47,46341.28
2023-04-22,April,2023,281.493,37244.28
2023-04-23,April,2023,277.055,32251.65
2023-04-24,April,2023,281.919,44918.84
2023-04-25,April,2023,281.187,44390.27
2023-04-26,April,2023,286.046,44656.69
2023-04-27,April,2023,286.514,44563.42
2023-04-28,April,2023,294.058,48699.12
2023-04-29,April,2023,309.85,52690.23
2023-04-30,April,2023,296.434,42803.02
2023-05-01,May,2023,310.569,56109.02
2023-05-02,May,2023,309.652,57673.1
2023-05-03,May,2023,309.121,54740.39
2023-05-04,May,2023,302.783,55434.84
2023-05-05,May,2023,312.748,53729.76
2023-05-06,May,2023,319.678,53437.16
2023-05-07,May,2023,309.433,41902.53
2023-05-08,May,2023,310.363,54789.08
2023-05-09,May,2023,311.973,53279.57
2023-05-10,May,2023,313.276,52894.17
2023-05-11,May,2023,308.546,50019.107
2023-05-12,May,2023,309.381,48240.658
2023-05-13,May,2023,309.549,44730.46
2023-05-14,May,2023,306.202,37468.83
2023-05-15,May,2023,309.112,51693.485
2023-05-16,May,2023,303.065,48266.02
2023-05-17,May,2023,297.902,46493.98
2023-05-18,May,2023,301.226,46334.97
2023-05-19,May,2023,301.285,44503.43
2023-05-20,May,2023,310.532,46688.263
2023-05-21,May,2023,289.762,34744.2
2023-05-22,May,2023,290.415,46610.35
2023-05-23,May,2023,295.697,45016.09
2023-05-24,May,2023,299.017,45428.85
2023-05-25,May,2023,289.903,45736.15
2023-05-26,May,2023,300.219,44385.37
2023-05-27,May,2023,291.671,41936.741
2023-05-28,May,2023,297.083,33637.03
2023-05-29,May,2023,293.376,46315.4
2023-05-30,May,2023,288.986,47998.33
2023-05-31,May,2023,312.66,58908.108
2023-06-01,June,2023,325.617,62898.87
2023-06-02,June,2023,326.264,57644.81
2023-06-03,June,2023,323.211,54799.2
2023-06-04,June,2023,311.987,45018.03
2023-06-05,June,2023,321.195,59403.414
2023-06-06,June,2023,315.727,54850.163
2023-06-07,June,2023,326.002,56073.86
2023-06-08,June,2023,317.807,52908.79
2023-06-09,June,2023,319.367,52262.0
2023-06-10,June,2023,322.953,51283.62
2023-06-11,June,2023,311.614,39593.489
2023-06-12,June,2023,314.643,53040.32
2023-06-13,June,2023,312.412,50385.35
2023-06-14,June,2023,314.038,50450.73
2023-06-15,June,2023,310.801,49745.39
2023-06-16,June,2023,311.926,46355.7
2023-06-17,June,2023,312.082,45835.99
2023-06-18,June,2023,301.349,35234.45
2023-06-19,June,2023,309.947,49499.418
2023-06-20,June,2023,307.4,48407.3
2023-06-21,June,2023,307.131,47664.332
2023-06-22,June,2023,304.504,46704.89
2023-06-23,June,2023,302.343,45579.36
2023-06-24,June,2023,300.631,42935.74
2023-06-25,June,2023,294.734,35147.31
2023-06-26,June,2023,302.221,48619.694
2023-06-27,June,2023,299.957,47516.37
2023-06-28,June,2023,313.701,49897.31
2023-06-29,June,2023,280.597,37961.22
2023-06-30,June,2023,312.903,57747.14
2023-07-01,July,2023,339.543,61917.81
2023-07-02,July,2023,329.224,47229.91
2023-07-03,July,2023,328.963,59189.38
2023-07-04,July,2023,330.441,59449.73
2023-07-05,July,2023,331.282,59459.28
2023-07-06,July,2023,325.693,56399.5
2023-07-07,July,2023,329.822,55271.86
2023-07-08,July,2023,326.478,50571.15
2023-07-09,July,2023,319.543,41980.62
2023-07-10,July,2023,331.795,60484.849
2023-07-11,July,2023,326.674,53967.69
2023-07-12,July,2023,331.467,53590.281
2023-07-13,July,2023,323.753,50613.669
2023-07-14,July,2023,322.596,47947.775
2023-07-15,July,2023,317.555,47729.742
2023-07-16,July,2023,320.867,38071.817
2023-07-17,July,2023,317.026,48124.927
2023-07-18,July,2023,311.713,46846.489
2023-07-19,July,2023,315.442,47849.695
2023-07-20,July,2023,315.375,47608.519
2023-07-21,July,2023,315.282,45577.502
2023-07-22,July,2023,313.692,42238.882
2023-07-23,July,2023,309.314,34416.573
2023-07-24,July,2023,311.005,48206.151
2023-07-25,July,2023,307.947,46984.686
2023-07-26,July,2023,310.765,46067.185
2023-07-27,July,2023,314.061,45734.033
2023-07-28,July,2023,315.233,46273.687
2023-07-29,July,2023,316.706,42690.111
2023-07-30,July,2023,317.21,36936.177
2023-07-31,July,2023,337.789,64106.759
2023-08-01,August,2023,355.248,66969.232
2023-08-02,August,2023,345.688,62307.106
2023-08-03,August,2023,348.569,59287.21
2023-08-04,August,2023,344.793,57716.61
2023-08-05,August,2023,356.242,57820.12
2023-08-06,August,2023,298.815,36438.5
2023-08-07,August,2023,359.107,63298.71
2023-08-08,August,2023,349.243,55950.61
2023-08-09,August,2023,350.343,56345.84
2023-08-10,August,2023,354.791,57156.72
2023-08-11,August,2023,353.391,53813.39
2023-08-12,August,2023,352.684,48703.92
2023-08-13,August,2023,342.723,38677.49
2023-08-14,August,2023,353.366,54501.9
2023-08-15,August,2023,328.46,39607.89
2023-08-16,August,2023,340.164,50036.67
2023-08-17,August,2023,332.278,49839.67
2023-08-18,August,2023,337.298,48000.66
2023-08-19,August,2023,335.203,47379.98
2023-08-20,August,2023,335.688,38720.84
2023-08-21,August,2023,334.738,50543.5
2023-08-22,August,2023,327.287,47968.58
2023-08-23,August,2023,331.439,47616.87
2023-08-24,August,2023,335.051,47858.74
2023-08-25,August,2023,331.038,46491.48
2023-08-26,August,2023,338.155,45179.66
2023-08-27,August,2023,332.827,36874.21
2023-08-28,August,2023,339.645,51900.82
2023-08-29,August,2023,341.346,51131.17
2023-08-30,August,2023,356.135,50318.3
2023-08-31,August,2023,344.261,58080.14
2023-09-01,September,2023,365.533,66251.46
2023-09-02,September,2023,367.404,61319.8
2023-09-03,September,2023,351.903,48259.6
2023-09-04,September,2023,360.871,65160.82
2023-09-05,September,2023,359.588,62292.52
2023-09-06,September,2023,361.958,59538.75
2023-09-07,September,2023,353.964,56509.07
2023-09-08,September,2023,350.583,55244.15
2023-09-09,September,2023,356.507,52442.49
2023-09-10,September,2023,355.189,43863.43
2023-09-11,September,2023,357.122,58890.66
2023-09-12,September,2023,356.762,57361.62
2023-09-13,September,2023,355.108,55420.78
2023-09-14,September,2023,353.301,52948.4
2023-09-15,September,2023,361.942,52463.74
2023-09-16,September,2023,359.371,51457.19
2023-09-17,September,2023,362.153,39851.59
2023-09-18,September,2023,344.25,46073.95
2023-09-19,September,2023,340.495,46404.94
2023-09-20,September,2023,347.57,51964.82
2023-09-21,September,2023,341.004,50639.38
2023-09-22,September,2023,338.937,47198.39
2023-09-23,September,2023,333.77,44321.27
2023-09-24,September,2023,336.279,36318.66
2023-09-25,September,2023,343.951,52459.32
2023-09-26,September,2023,341.297,49983.7
2023-09-27,September,2023,350.709,51103.2
2023-09-28,September,2023,333.036,46099.97
2023-09-29,September,2023,346.494,54305.47
2023-09-30,September,2023,368.636,62984.04
2023-10-01,October,2023,371.388,55361.74
2023-10-02,October,2023,363.963,55043.13
2023-10-03,October,2023,376.667,66099.28
2023-10-04,October,2023,379.263,67532.08
2023-10-05,October,2023,387.182,66768.83
2023-10-06,October,2023,378.417,60745.31
2023-10-07,October,2023,391.027,65036.72
2023-10-08,October,2023,385.015,51259.08
2023-10-09,October,2023,382.32,67283.18
2023-10-10,October,2023,390.474,64797.72
2023-10-11,October,2023,386.404,61280.39
2023-10-12,October,2023,381.56,58987.48
2023-10-13,October,2023,384.597,56244.79
2023-10-14,October,2023,332.007,41345.44
2023-10-15,October,2023,359.001,44351.21
2023-10-16,October,2023,353.726,55618.56
2023-10-17,October,2023,367.874,56858.26
2023-10-18,October,2023,372.074,55860.46
2023-10-19,October,2023,370.993,54470.36
2023-10-20,October,2023,369.263,54710.75
2023-10-21,October,2023,377.773,54291.64
2023-10-22,October,2023,359.245,41526.45
2023-10-23,October,2023,345.695,46427.03
2023-10-24,October,2023,338.269,39260.52
2023-10-25,October,2023,353.837,52321.01
2023-10-26,October,2023,351.611,53636.83
2023-10-27,October,2023,354.275,51883.0
2023-10-28,October,2023,351.083,47773.87
2023-10-29,October,2023,344.131,39525.24
2023-10-30,October,2023,368.975,60412.71
2023-10-31,October,2023,380.681,69055.27
2023-11-01,November,2023,405.429,75460.87
2023-11-02,November,2023,393.885,69440.58
2023-11-03,November,2023,390.106,65932.18
2023-11-04,November,2023,399.462,67589.37
2023-11-05,November,2023,398.092,55497.82
2023-11-06,November,2023,388.721,68024.65
2023-11-07,November,2023,393.225,68423.73
2023-11-08,November,2023,405.105,69096.38
2023-11-09,November,2023,407.712,71078.45
2023-11-10,November,2023,428.939,75086.84
2023-11-11,November,2023,439.04,69374.71
2023-11-12,November,2023,393.573,44733.39
2023-11-13,November,2023,341.77,47916.85
2023-11-14,November,2023,351.304,51371.31
2023-11-15,November,2023,355.035,52638.59
2023-11-16,November,2023,361.035,55363.84
2023-11-17,November,2023,353.843,52204.33
2023-11-18,November,2023,363.396,52174.65
2023-11-19,November,2023,354.845,38799.93
2023-11-20,November,2023,356.324,56077.71
2023-11-21,November,2023,355.882,54802.0
2023-11-22,November,2023,345.805,53206.86
2023-11-23,November,2023,359.983,53380.71
2023-11-24,November,2023,354.608,52349.38
2023-11-25,November,2023,355.628,49582.93
2023-11-26,November,2023,349.656,39662.64
2023-11-27,November,2023,344.865,47992.81
2023-11-28,November,2023,355.973,53090.91
2023-11-29,November,2023,360.039,59642.71
2023-11-30,November,2023,372.012,69743.48
2023-12-01,December,2023,406.279,73567.26
2023-12-02,December,2023,407.853,70237.35
2023-12-03,December,2023,387.094,51728.44
2023-12-04,December,2023,381.763,68763.3
2023-12-05,December,2023,385.449,68578.17
2023-12-06,December,2023,383.805,64625.98
2023-12-07,December,2023,383.953,63698.48
2023-12-08,December,2023,398.26,63578.4
2023-12-09,December,2023,399.136,59877.09
2023-12-10,December,2023,391.703,49895.18
2023-12-11,December,2023,391.092,65689.66
2023-12-12,December,2023,395.649,62987.05
2023-12-13,December,2023,391.256,61418.12
2023-12-14,December,2023,387.595,59486.48
2023-12-15,December,2023,384.254,58430.66
2023-12-16,December,2023,389.045,55199.4
2023-12-17,December,2023,383.685,43870.34
2023-12-18,December,2023,382.635,58406.97
2023-12-19,December,2023,380.983,56788.0
2023-12-20,December,2023,388.888,60562.68
2023-12-21,December,2023,388.329,57778.84
2023-12-22,December,2023,388.554,56458.87
2023-12-23,December,2023,382.126,52084.16
2023-12-24,December,2023,374.203,42244.26
2023-12-25,December,2023,365.793,45953.24
2023-12-26,December,2023,372.708,55758.73
2023-12-27,December,2023,374.196,56459.53
2023-12-28,December,2023,371.9,57227.27
2023-12-29,December,2023,381.246,61351.22
2023-12-30,December,2023,399.755,66002.11
2023-12-31,December,2023,421.039,54242.21
2024-01-01,January,2024,405.751,61548.14
2024-01-02,January,2024,407.145,70893.83
2024-01-03,January,2024,405.837,69042.32
2024-01-04,January,2024,398.287,69677.0
2024-01-05,January,2024,402.271,67340.71
2024-01-06,January,2024,410.197,66487.01
2024-01-07,January,2024,402.128,53625.61
2024-01-08,January,2024,405.777,70844.31
2024-01-09,January,2024,400.545,66881.19
2024-01-10,January,2024,412.603,69096.76
2024-01-11,January,2024,413.081,64802.51
2024-01-12,January,2024,412.873,62936.8
2024-01-13,January,2024,415.052,58622.32
2024-01-14,January,2024,397.021,45798.47
2024-01-15,January,2024,371.569,52989.31
2024-01-16,January,2024,375.105,54848.9
2024-01-17,January,2024,386.014,57865.64
2024-01-18,January,2024,377.633,57744.14
2024-01-19,January,2024,388.988,57190.9
2024-01-20,January,2024,396.125,58896.19
2024-01-21,January,2024,382.863,43723.18
2024-01-22,January,2024,355.849,45700.49
2024-01-23,January,2024,380.701,58416.14
2024-01-24,January,2024,389.797,58701.3
2024-01-25,January,2024,390.637,59174.51
2024-01-26,January,2024,372.882,44870.49
2024-01-27,January,2024,381.449,49962.28
2024-01-28,January,2024,374.314,41338.49
2024-01-29,January,2024,387.81,61721.4
2024-01-30,January,2024,388.308,63398.15
2024-01-31,January,2024,414.406,76945.48
2024-02-01,February,2024,431.859,82028.29
2024-02-02,February,2024,433.491,73617.61
2024-02-03,February,2024,431.146,70136.81
2024-02-04,February,2024,419.376,58023.37
2024-02-05,February,2024,430.428,77049.21
2024-02-06,February,2024,403.023,66834.78
2024-02-07,February,2024,436.919,72935.74
2024-02-08,February,2024,431.524,69704.87
2024-02-09,February,2024,432.959,67472.51
2024-02-10,February,2024,437.73,64841.39
2024-02-11,February,2024,423.239,50719.39
2024-02-12,February,2024,426.337,69413.98
2024-02-13,February,2024,419.77,64168.37
2024-02-14,February,2024,420.621,62262.76
2024-02-15,February,2024,420.045,64067.86
2024-02-16,February,2024,409.975,58708.44
2024-02-17,February,2024,404.574,56296.73
2024-02-18,February,2024,407.449,45970.13
2024-02-19,February,2024,406.978,59833.37
2024-02-20,February,2024,410.595,61793.87
2024-02-21,February,2024,413.867,60116.76
2024-02-22,February,2024,403.186,57929.56
2024-02-23,February,2024,410.278,56587.1
2024-02-24,February,2024,401.305,52338.63
2024-02-25,February,2024,398.982,44382.34
2024-02-26,February,2024,400.004,59971.55
2024-02-27,February,2024,387.242,57903.92
2024-02-28,February,2024,418.19,64859.15
2024-02-29,February,2024,431.581,77900.86
2024-03-01,March,2024,454.629,80825.87
2024-03-02,March,2024,452.081,75429.57
2024-03-03,March,2024,433.882,58334.6
2024-03-04,March,2024,440.041,77261.65
2024-03-05,March,2024,446.935,76244.86
2024-03-06,March,2024,441.826,73298.76
2024-03-07,March,2024,450.115,72473.42
2024-03-08,March,2024,428.233,59151.0
2024-03-09,March,2024,433.556,62712.99
2024-03-10,March,2024,438.191,54675.02
2024-03-11,March,2024,444.613,73454.28
2024-03-12,March,2024,432.386,68580.66
2024-03-13,March,2024,432.008,68886.56
2024-03-14,March,2024,428.908,66622.38
2024-03-15,March,2024,436.618,64856.7
2024-03-16,March,2024,431.583,61213.98
2024-03-17,March,2024,425.875,48305.04
2024-03-18,March,2024,427.942,63687.32
2024-03-19,March,2024,418.605,61251.95
2024-03-20,March,2024,418.415,62350.23
2024-03-21,March,2024,426.27,61972.32
2024-03-22,March,2024,445.607,61822.7
2024-03-23,March,2024,450.497,60705.64
2024-03-24,March,2024,445.968,48265.51
2024-03-25,March,2024,370.724,40085.56
2024-03-26,March,2024,413.096,56389.63
2024-03-27,March,2024,428.464,62182.95
2024-03-28,March,2024,425.939,67414.47
2024-03-29,March,2024,428.298,61279.32
2024-03-30,March,2024,440.27,69087.24
2024-03-31,March,2024,448.429,59531.05
2024-04-01,April,2024,408.177,65707.52
2024-04-02,April,2024,437.671,78992.68
2024-04-03,April,2024,457.456,81612.52
2024-04-04,April,2024,463.732,80339.98
2024-04-05,April,2024,468.352,76592.44
2024-04-06,April,2024,468.334,75139.67
2024-04-07,April,2024,473.22,62137.33
2024-04-08,April,2024,464.573,78463.35
2024-04-09,April,2024,472.993,73005.91
2024-04-10,April,2024,478.73,77281.73
2024-04-11,April,2024,437.03,58614.12
2024-04-12,April,2024,444.522,66417.2
2024-04-13,April,2024,447.934,60182.59
2024-04-14,April,2024,438.394,49234.95
2024-04-15,April,2024,446.973,71014.73
2024-04-16,April,2024,449.411,67012.58
2024-04-17,April,2024,430.565,58079.92
2024-04-18,April,2024,438.766,62329.77
2024-04-19,April,2024,414.156,55920.21
2024-04-20,April,2024,444.732,63256.03
2024-04-21,April,2024,434.677,48472.16
2024-04-22,April,2024,433.63,63466.19
2024-04-23,April,2024,423.223,59888.22
2024-04-24,April,2024,429.69,62462.96
2024-04-25,April,2024,431.685,62066.2
2024-04-26,April,2024,417.87,56158.84
2024-04-27,April,2024,437.346,56822.21
2024-04-28,April,2024,425.632,46102.79
2024-04-29,April,2024,435.225,67116.48
2024-04-30,April,2024,449.295,80573.24
2024-05-01,May,2024,480.469,81678.5
2024-05-02,May,2024,477.201,82795.98
2024-05-03,May,2024,471.203,77293.8
2024-05-04,May,2024,484.087,77618.21
2024-05-05,May,2024,471.169,61535.54
2024-05-06,May,2024,466.994,77012.19
2024-05-07,May,2024,454.411,71966.72
2024-05-08,May,2024,474.136,74337.94
2024-05-09,May,2024,471.116,74897.09
2024-05-10,May,2024,474.033,74820.95
2024-05-11,May,2024,460.534,64156.46
2024-05-12,May,2024,456.544,51539.62
2024-05-13,May,2024,436.812,64193.58
2024-05-14,May,2024,449.489,67457.42
2024-05-15,May,2024,461.181,69211.71
2024-05-16,May,2024,449.306,65655.99
2024-05-17,May,2024,446.652,61499.98
2024-05-18,May,2024,447.537,60392.39
2024-05-19,May,2024,442.155,48699.88
2024-05-20,May,2024,435.916,62677.84
2024-05-21,May,2024,442.981,63261.77
2024-05-22,May,2024,448.522,62814.11
2024-05-23,May,2024,432.157,59408.9
2024-05-24,May,2024,443.913,59932.38
2024-05-25,May,2024,431.014,55032.22
2024-05-26,May,2024,438.771,45546.42
2024-05-27,May,2024,433.74,63592.61
2024-05-28,May,2024,428.426,61125.12
2024-05-29,May,2024,431.343,61874.15
2024-05-30,May,2024,434.873,65193.76
2024-05-31,May,2024,459.158,77713.82
2024-06-01,June,2024,478.457,80892.93
2024-06-02,June,2024,474.178,65177.53
2024-06-03,June,2024,479.128,84201.75
2024-06-04,June,2024,447.445,81483.43
2024-06-05,June,2024,478.602,82064.37
2024-06-06,June,2024,457.999,73445.81
2024-06-07,June,2024,478.177,74690.75
2024-06-08,June,2024,479.19,68922.47
2024-06-09,June,2024,471.092,56425.61
2024-06-10,June,2024,480.716,80323.86
2024-06-11,June,2024,469.798,73866.64
2024-06-12,June,2024,476.939,71385.73
2024-06-13,June,2024,462.192,67638.55
2024-06-14,June,2024,470.568,66861.57
2024-06-15,June,2024,477.718,68024.41
2024-06-16,June,2024,474.627,53975.8
2024-06-17,June,2024,431.59,51569.15
2024-06-18,June,2024,440.462,61051.29
2024-06-19,June,2024,460.256,64879.46
2024-06-20,June,2024,454.325,65029.53
2024-06-21,June,2024,452.604,62337.03
2024-06-22,June,2024,454.831,57274.09
2024-06-23,June,2024,445.305,46497.11
2024-06-24,June,2024,455.521,64748.05
2024-06-25,June,2024,444.525,63353.78
2024-06-26,June,2024,448.14,62349.06
2024-06-27,June,2024,450.487,62009.24
2024-06-28,June,2024,452.752,66808.91
2024-06-29,June,2024,475.543,70499.43
2024-06-30,June,2024,461.975,59293.86
2024-07-01,July,2024,491.891,87154.11
2024-07-02,July,2024,501.623,83635.4
2024-07-03,July,2024,484.559,78649.51
2024-07-04,July,2024,482.122,78683.27
2024-07-05,July,2024,481.211,76238.49
2024-07-06,July,2024,493.944,75111.32
2024-07-07,July,2024,482.996,59336.17
2024-07-08,July,2024,481.157,81314.51
2024-07-09,July,2024,482.904,77115.53
2024-07-10,July,2024,497.649,79215.04
2024-07-11,July,2024,478.589,71809.73
2024-07-12,July,2024,467.407,66726.7
2024-07-13,July,2024,462.291,59489.69
2024-07-14,July,2024,464.716,50682.42
2024-07-15,July,2024,470.23,71054.85
2024-07-16,July,2024,464.167,66028.97
2024-07-17,July,2024,450.927,55967.88
2024-07-18,July,2024,454.715,62967.39
2024-07-19,July,2024,457.798,61525.81
2024-07-20,July,2024,430.637,57542.05
2024-07-21,July,2024,446.379,48180.54
2024-07-22,July,2024,451.969,64897.57
2024-07-23,July,2024,450.455,64321.06
2024-07-24,July,2024,447.288,61048.58
2024-07-25,July,2024,445.323,61610.72
2024-07-26,July,2024,455.681,59531.17
2024-07-27,July,2024,457.274,55364.35
2024-07-28,July,2024,451.745,45136.0
2024-07-29,July,2024,441.718,62312.64
2024-07-30,July,2024,446.218,63738.25
2024-07-31,July,2024,459.971,77902.69
2024-08-01,August,2024,492.745,86207.47
2024-08-02,August,2024,503.524,80650.53
2024-08-03,August,2024,498.534,74840.21
2024-08-04,August,2024,494.13,60733.24
2024-08-05,August,2024,502.981,87105.05
2024-08-06,August,2024,484.679,75775.76
2024-08-07,August,2024,494.562,75924.48
2024-08-08,August,2024,499.049,74517.12
2024-08-09,August,2024,499.9,71679.83
2024-08-10,August,2024,501.896,68937.11
2024-08-11,August,2024,484.205,53711.43
2024-08-12,August,2024,494.814,73511.02
2024-08-13,August,2024,493.853,69591.51
2024-08-14,August,2024,508.969,70932.79
2024-08-15,August,2024,479.604,53740.39
2024-08-16,August,2024,483.559,62853.27
2024-08-17,August,2024,489.283,64285.9
2024-08-18,August,2024,497.586,52964.5
2024-08-19,August,2024,479.509,57096.04
2024-08-20,August,2024,456.758,63752.32
2024-08-21,August,2024,465.506,63404.65
2024-08-22,August,2024,465.004,61990.5
2024-08-23,August,2024,461.579,60477.73
2024-08-24,August,2024,457.826,56689.96
2024-08-25,August,2024,461.072,47468.27
2024-08-26,August,2024,460.523,56543.09
2024-08-27,August,2024,452.145,60871.56
2024-08-28,August,2024,463.685,62645.47
2024-08-29,August,2024,462.193,64211.45
2024-08-30,August,2024,477.708,71082.16
2024-08-31,August,2024,495.666,76540.76
2024-09-01,September,2024,511.421,69073.83
2024-09-02,September,2024,511.179,86274.07
2024-09-03,September,2024,515.892,81437.03
2024-09-04,September,2024,527.683,83685.23
2024-09-05,September,2024,527.553,80797.4
2024-09-06,September,2024,530.697,77713.57
2024-09-07,September,2024,502.866,65498.43
2024-09-08,September,2024,491.562,56165.45
2024-09-09,September,2024,508.425,79490.57
2024-09-10,September,2024,511.45,78254.62
2024-09-11,September,2024,514.597,75806.41
2024-09-12,September,2024,498.813,70296.67
2024-09-13,September,2024,507.92,70079.7
2024-09-14,September,2024,509.663,65219.02
2024-09-15,September,2024,494.603,53280.38
2024-09-16,September,2024,492.331,63984.34
2024-09-17,September,2024,468.913,59687.43
2024-09-18,September,2024,499.137,66289.32
2024-09-19,September,2024,500.681,68177.63
2024-09-20,September,2024,500.27,65412.69
2024-09-21,September,2024,495.098,63704.4
2024-09-22,September,2024,490.515,50664.47
2024-09-23,September,2024,488.796,66590.44
2024-09-24,September,2024,482.449,63656.76
2024-09-25,September,2024,481.232,66166.94
2024-09-26,September,2024,480.461,66459.08
2024-09-27,September,2024,493.888,66716.07
2024-09-28,September,2024,495.668,61976.27
2024-09-29,September,2024,477.376,50108.87
2024-09-30,September,2024,530.608,91327.62
2024-10-01,October,2024,546.534,92658.75
2024-10-02,October,2024,544.742,77705.0
2024-10-03,October,2024,548.269,88839.15
2024-10-04,October,2024,544.827,86830.46
2024-10-05,October,2024,547.327,84513.18
2024-10-06,October,2024,535.765,66431.56
2024-10-07,October,2024,550.749,92458.79
2024-10-08,October,2024,551.062,85158.96
2024-10-09,October,2024,559.886,85547.24
2024-10-10,October,2024,558.933,82983.3
2024-10-11,October,2024,535.589,69918.71
2024-10-12,October,2024,516.794,56546.43
2024-10-13,October,2024,506.884,53064.06
2024-10-14,October,2024,516.222,75016.77
2024-10-15,October,2024,506.763,73329.45
2024-10-16,October,2024,520.253,72971.45
2024-10-17,October,2024,515.711,70391.28
2024-10-18,October,2024,521.461,68930.91
2024-10-19,October,2024,526.223,70977.77
2024-10-20,October,2024,528.99,57448.79
2024-10-21,October,2024,510.034,73501.45
2024-10-22,October,2024,510.526,72169.83
2024-10-23,October,2024,519.753,72706.64
2024-10-24,October,2024,510.426,69192.29
2024-10-25,October,2024,517.906,74389.67
2024-10-26,October,2024,525.097,68761.95
2024-10-27,October,2024,519.799,57620.64
2024-10-28,October,2024,532.586,82704.73
2024-10-29,October,2024,565.274,87452.79
2024-10-30,October,2024,546.463,94276.43
2024-10-31,October,2024,644.118,85323.03
2024-11-01,November,2024,517.579,74047.52
2024-11-02,November,2024,521.782,75055.57
2024-11-03,November,2024,504.798,63120.41
2024-11-04,November,2024,526.556,89858.79
2024-11-05,November,2024,528.091,85256.12
2024-11-06,November,2024,529.449,81865.72
2024-11-07,November,2024,521.297,77688.12
2024-11-08,November,2024,521.796,74332.91
2024-11-09,November,2024,531.183,73528.63
2024-11-10,November,2024,530.802,62533.33
2024-11-11,November,2024,534.55,82436.94
2024-11-12,November,2024,526.088,77463.41
2024-11-13,November,2024,528.516,75100.7
2024-11-14,November,2024,522.687,73219.2
2024-11-15,November,2024,503.281,63789.6
2024-11-16,November,2024,525.889,69831.22
2024-11-17,November,2024,509.852,54171.35
2024-11-18,November,2024,509.488,70983.16
2024-11-19,November,2024,502.708,69585.3
2024-11-20,November,2024,505.732,67834.29
2024-11-21,November,2024,508.623,70642.19
2024-11-22,November,2024,510.201,66901.25
2024-11-23,November,2024,499.183,60675.87
2024-11-24,November,2024,500.579,51421.51
2024-11-25,November,2024,502.161,71726.73
2024-11-26,November,2024,495.267,70195.84
2024-11-27,November,2024,503.854,68595.69
2024-11-28,November,2024,504.93500000000006,71091.2
2024-11-29,November,2024,519.923,77537.16
2024-11-30,November,2024,535.171,84697.68
2024-12-01,December,2024,550.449,75107.21
2024-12-02,December,2024,560.505,95915.61
2024-12-03,December,2024,555.385,89993.99
2024-12-04,December,2024,561.983,90193.49
2024-12-05,December,2024,556.269,86499.53
2024-12-06,December,2024,548.022,79287.54
2024-12-07,December,2024,557.786,79101.01
2024-12-08,December,2024,549.659,64347.24
2024-12-09,December,2024,546.605,86326.84
2024-12-10,December,2024,551.379,84053.0
2024-12-11,December,2024,550.5840000000001,80326.73
2024-12-12,December,2024,533.341,76196.74
2024-12-13,December,2024,541.165,74454.16
2024-12-14,December,2024,538.8810000000001,68218.53
2024-12-15,December,2024,535.774,57635.58
2024-12-16,December,2024,537.8439999999999,76984.49
2024-12-17,December,2024,537.201,77394.28
2024-12-18,December,2024,534.222,73236.05
2024-12-19,December,2024,535.4300000000001,74296.62
2024-12-20,December,2024,535.275,73223.48
2024-12-21,December,2024,537.954,68924.5
2024-12-22,December,2024,528.5350000000001,54933.41
2024-12-23,December,2024,528.2189999999999,75243.27
2024-12-24,December,2024,526.966,71475.66
2024-12-25,December,2024,517.429,61906.4
2024-12-26,December,2024,518.396,71169.36
2024-12-27,December,2024,508.57700000000006,68528.35
2024-12-28,December,2024,514.914,64526.76
2024-12-29,December,2024,511.226,53660.5
2024-12-30,December,2024,525.29,78391.76
2024-12-31,December,2024,594.7439999999999,93147.85
2025-01-01,January,2025,568.43,81015.79
2025-01-02,January,2025,565.22,94429.32
2025-01-03,January,2025,559.45,86371.9
2025-01-04,January,2025,562.35,87686.56
2025-01-05,January,2025,557.0,70700.73
2025-01-06,January,2025,559.641,92101.54
2025-01-07,January,2025,558.326,86148.85
2025-01-08,January,2025,572.9689999999999,86474.61
2025-01-09,January,2025,568.1220000000001,85038.14
2025-01-10,January,2025,578.76,86039.63
2025-01-11,January,2025,568.268,76848.16
2025-01-12,January,2025,567.088,63403.0
2025-01-13,January,2025,555.674,78541.07
2025-01-14,January,2025,522.6890000000001,66339.87
